CASE REFERENCE ,CASE DATE,SERVICE TYPE,CLASSIFICATION,CASE TEXT,ADDRESS,DECISION TARGET DATE,STATUS,CODETEXT,GEO X,GEO Y ,DECISION DATE,DECISION,DECISION TYPE,DECISION NOTICE DATE,APPEAL DECISION DATE,PUBLIC CONSULTATION START DATE,PUBLIC CONSULTATION END DATE,WARD
13/01406/DISC1,02/11/2016,DISC1,DISC,"Submission of information to Discharge Conditions on application 13/01406 - condition 1,2,5  7","Grove House
49 Wakefield Road
Sowerby Bridge
Calderdale
HX6 2AZ
",28/12/2016,PCOMP,PCOMP,406978,423814,07/12/2016,PCOMP,,07/12/2016,,,,14
15/00039/DISC1,02/11/2016,DISC1,DISC,"Submission of information to Discharge Conditions on application 15/00039 - Conditions 1,2,3,4,5,7,10 & 12","Grove House
49 Wakefield Road
Sowerby Bridge
Calderdale
HX6 2AZ
",28/12/2016,PCOMP,PCOMP,406978,423814,31/03/2017,PCOMP,,31/03/2017,,,28/11/2016,14
16/01473/HSE,15/11/2016,HSE,Q21,Sun room extension to rear (south east) elevation,"Simm Carr
4 Simm Carr Lane
Shibden
Halifax
Calderdale
HX3 7UL
",23/01/2017,16,16,409780,427696,20/01/2017,16,DEL,25/01/2017,,07/12/2016,29/12/2016,8
16/01477/HSE,15/11/2016,HSE,Q21,Porch to front elevation,"2 Forest Hill Gardens
Outlane
Elland
Calderdale
HD3 3GA
",11/01/2017,1,1,408260,417830,29/12/2016,1,DEL,29/12/2016,,24/11/2016,15/12/2016,4
16/01512/FUL,22/11/2016,FUL,Q18,Alterations to existing garage to provide new pitched roof and form 1 bedroom holiday cottage in new roof space over garage.,"Marshaw Bank Farm Barn
Four Gates End
Cragg Vale
Hebden Bridge
Calderdale
HX7 5TG
",02/02/2017,16,16,400221,423295,14/03/2017,16,DEL,14/03/2017,,20/12/2016,10/01/2017,7
16/01518/REM,22/11/2016,REM,Q18,Removal of condition 5 on application 03/00989/FUL (To split garage into storage and a snug room),"89 Dewsbury Road
Rastrick
Brighouse
Calderdale
HD6 3QE
",17/01/2017,1,1,412782,420744,17/01/2017,1,DEL,17/01/2017,,,30/12/2016,3
16/01520/FUL,23/11/2016,FUL,Q18,Front and rear dormers,"3 Carlton Street
Halifax
Calderdale
HX1 2AL
",08/03/2017,11,11,409076,424904,27/02/2017,11,DEL,27/02/2017,,,17/02/2017,16
16/42048/42DAYS,29/11/2016,42DAYS,,"Prior approval application for proposed single storey extension to rear, extending out by 5m, maximum height 3.6m, 2.5m to eaves.","11 West Royd Close
Halifax
Calderdale
HX1 3LT
",03/01/2017,18,18,408096,424516,04/01/2017,18,,04/01/2017,,06/12/2016,29/12/2016,10
16/10045/ADV,05/12/2016,ADV,Q22,Three advertisement signs (Advertisement Consent),"Heath House Surgery
Free School Lane
Halifax
Calderdale
HX1 2PS
",10/02/2017,4,4,409179,424014,09/02/2017,4,DEL,09/02/2017,,,27/01/2017,13
17/00438/FUL,10/04/2017,FUL,Q13,Detached dwelling,"Land Between 36 And 43
Keighley Road
Hebden Bridge
Calderdale

",30/06/2017,1,1,399768,429597,26/07/2017,1,DEL,26/07/2017,,19/05/2017,17/07/2017,2
17/00441/FUL,10/04/2017,FUL,,Two storey side extension and rear dormer window to existing granny flat to create separate dwelling,"Granny Flat
3 Myrtle Grove
Scammonden Road
Barkisland
Sowerby Bridge
Calderdale
HX4 0EG
",,,INV,404872,417100,,,,,,,27/06/2017,12
17/00470/HSE,10/04/2017,HSE,Q21,Porch to front,"1 Villa Terrace
Scammonden Road
Barkisland
Sowerby Bridge
Calderdale
HX4 0AU
",05/06/2017,1,1,405652,418754,05/06/2017,1,DEL,05/06/2017,,27/04/2017,18/05/2017,12
17/00471/HSE,10/04/2017,HSE,Q21,Two storey extension to front and side,"13 Prospect Court
Halifax
West Yorkshire
HX2 0NR
",30/06/2017,11,11,405854,425530,19/07/2017,11,DEL,19/07/2017,,22/05/2017,24/07/2017,17
17/00472/FUL,10/04/2017,FUL,Q18,Replacement shop front,"86 Parkinson Lane
Halifax
Calderdale
HX1 3QH
",05/06/2017,1,1,407804,424607,05/06/2017,1,DEL,05/06/2017,,27/04/2017,25/05/2017,10
17/22021/TCA,10/04/2017,TCA,TCA,Fell one tree and prune one tree (Tree in a Conservation Area),"19 Heath Avenue
Halifax
West Yorkshire
HX3 0EA
",22/05/2017,40,40,408940,423767,15/05/2017,40,DEL,15/05/2017,,,19/05/2017,13
17/00473/HSE,10/04/2017,HSE,Q21,Proposed first floor extension to existing ground floor,"1 Lily Hall
Heptonstall Road
Hebden Bridge
Calderdale
HX7 7LL
",28/06/2017,1,1,398874,427884,28/06/2017,1,DEL,28/06/2017,,,16/06/2017,2
17/00474/LBC,10/04/2017,LBC,Q23,Proposed first floor extension to existing ground floor (Listed Building Consent),"1 Lily Hall
Heptonstall Road
Hebden Bridge
Calderdale
HX7 7LL
",28/06/2017,3,3,398874,427884,28/06/2017,3,DEL,28/06/2017,,,16/06/2017,2
16/01109/DISC1,18/04/2017,DISC1,DISC,"Discharge of condition 2, 3, 5, 6 and 8 on application 16/01109/FUL","22 Bethel Street
Brighouse
Calderdale

",13/06/2017,,PCO,414567,422782,,,,,,,30/05/2017,1
17/00514/HSE,19/04/2017,HSE,Q21,Two storey side extension,"Thorpe Cottage
Rochdale Road
Triangle
Sowerby Bridge
HX6 3DJ
",06/07/2017,1,1,404420,421796,04/07/2017,1,DEL,04/07/2017,,,22/06/2017,12
16/01486/191,18/11/2016,191,Q26,Driveway and dropped kerb (Lawful Development Certificate),"9 Keats Avenue
Todmorden
West Yorkshire
OL14 8AJ
",31/01/2017,16,16,394675,424666,14/03/2017,16,DEL,14/03/2017,,15/12/2016,06/01/2017,2
17/00577/TNO,04/05/2017,TNO,TNO,Installation of a 17.5m monopole column  supporting 2 antennas and 2 300m transmission dishes and the insallation of 2 equipment cabinets and 1 slim line electrical meter cabinet,"Old Rishworthians RUFC
Copley Lane
Halifax
Calderdale
HX3 0UG
",26/06/2017,18,18,408518,422462,22/06/2017,18,,22/06/2017,,09/05/2017,20/06/2017,13
17/00599/COU,09/05/2017,COU,Q20,Change of use from Industrial to Play Gym,"Unit 28
Asquith Bottom Mills
Asquith Bottom
Sowerby Bridge
Calderdale
HX6 3BT
",04/07/2017,1,1,405820,423182,11/07/2017,1,DEL,11/07/2017,,,15/06/2017,14
17/00630/LBC,16/05/2017,LBC,Q21,Works to listed building (4 Mount Pleasant) to facilitate the attachment of 2 storey extension at 6 Mount Pleasant (Listed Building Consent),"6 Mount Pleasant
Thorney Lane
Midgley
Sowerby Bridge
Calderdale
HX2 6UR
",11/07/2017,3,3,403371,426492,11/07/2017,3,DEL,11/07/2017,,25/05/2017,21/06/2017,7
17/00638/FUL,18/05/2017,FUL,Q18,Extension to vertical lift,"The Wool Merchant Hotel
Mulcture Hall Road
Halifax
Calderdale
HX1 1SP
",09/10/2017,,PCO,409735,425305,,,,,,,13/09/2017,16
17/00648/FUL,22/05/2017,FUL,Q21,Two-storey side extension,"40 Sandhall Green
Halifax
Calderdale
HX2 0DW
",23/08/2017,,PDE,406898,425610,,,DEL,,,05/07/2017,28/07/2017,17
17/00635/OUT,22/05/2017,OUT,,Proposed development of three dwellings (Outline),"Crawstone House
344 Rochdale Road
Greetland
Elland
Calderdale
HX4 8PX
",,,INV,408140,421331,,,,,,,,4
17/00681/FUL,30/05/2017,FUL,Q20,Conversion from warehouse (B8) to two flats (C3),"1 Unit 1C
Thorn Tree Street
Halifax
Calderdale
HX1 3PH
",14/08/2017,1,1,407944,424429,14/08/2017,1,DEL,14/08/2017,,22/06/2017,13/07/2017,10
17/00684/HSE,30/05/2017,HSE,,Attic Conversion to include velux windows without disturbing existing structure. Propose bedroom and ensuite,"18 Staups Lane
Halifax
Calderdale
HX3 7AB
",,,APPRET,410664,426328,,,,,,,,8
17/00685/191,30/05/2017,191,Q26,Stationing of a residential caravan and use of ancillary land for residential purposes (Lawful Development Certificate),"Caravan West Of
Bronlea Bungalow
The Long Causeway
Blackshaw Head
Hebden Bridge
Calderdale
HX7 7JB
",26/07/2017,44,44,394531,427485,26/07/2017,44,DEL,26/07/2017,,09/06/2017,19/07/2017,2
17/00526/LBC,21/04/2017,LBC,Q23,Replacement windows and one new rooflight (Listed Building Consent),"Croft Cottage
10 Old Bank
Ripponden
Sowerby Bridge
West Yorkshire
HX6 4DG
",19/07/2017,3,3,404150,419714,01/08/2017,3,DEL,01/08/2017,,26/05/2017,23/06/2017,12
17/00527/HSE,21/04/2017,HSE,Q21,#NAME?,"2 Making Place Cottages
Soyland Town Road
Ripponden
Sowerby Bridge
Calderdale
HX6 4PE
",16/06/2017,1,1,403679,420545,01/06/2017,1,DEL,01/06/2017,,09/05/2017,30/05/2017,12
17/00536/FUL,24/04/2017,FUL,Q18,Detached dwelling,"6 School Crescent
Illingworth
Halifax
Calderdale
HX2 9QR
",11/07/2017,,PCO,407795,429043,,,,,,25/05/2017,16/06/2017,6
17/00547/FUL,26/04/2017,FUL,Q18,"New door opening at first floor, walkway over flat roof extension with handrails and spiral staircase to side elevation","Beehive Inn
48 Hob Lane
Ripponden
Sowerby Bridge
West Yorkshire
HX6 4NX
",21/06/2017,1,1,403320,419941,20/06/2017,1,DEL,20/06/2017,,12/05/2017,02/06/2017,12
17/00551/HSE,27/04/2017,HSE,Q21,Increase part of boundary fence height to 2.4m,"Ainley Grove
Huddersfield Road
Elland
West Yorkshire
HX5 9JR
",10/07/2017,1,1,411776,420129,06/07/2017,1,DEL,06/07/2017,,25/05/2017,16/06/2017,3
17/00600/192,10/05/2017,192,Q26,Single storey rear extension (Lawful Development Certificate),"The Manse
Oldham Road
Ripponden
Sowerby Bridge
Calderdale
HX6 4EB
",05/07/2017,44,44,403538,419339,03/07/2017,44,DEL,03/07/2017,,,26/05/2017,12
17/22024/TCA,24/04/2017,TCA,TCA,Fell one tree (Trees in a Conservation Area),"Stone Gables
Lawrence Road
Halifax
Calderdale
HX3 0LH
",05/06/2017,40,40,408980,423172,01/06/2017,40,DEL,01/06/2017,,,02/06/2017,13
17/00601/FUL,10/05/2017,FUL,Q13,Construction of three residential dwellings (amended house types to application number 16/01316/FUL reducing the overall number of units proposed from 34 down to 30),"Park View And Associated Land To The East
Green Lane
Shelf
Halifax
Calderdale

",05/07/2017,,PDE,412816,428563,,,COMM,,,23/08/2017,26/06/2017,8
16/01431/DISC1,10/05/2017,DISC1,DISC,Submission of information to Discharge Condition 3 on application 16/01431,"Works East Of High Level Works
Pellon Lane
Halifax
Calderdale

",17/07/2017,PCOMP,PCOMP,407914,425871,05/07/2017,PCOMP,,05/07/2017,,,06/06/2017,10
16/01580/OUT,05/12/2016,OUT,Q10,Proposed demolition and redevelopment of existing garden centre site,"Newbank Garden Centre Limited
Stainland Road
Elland
Calderdale
HX4 8LS
",19/04/2017,7,7,409940,421619,19/04/2017,7,DEL,19/04/2017,,25/01/2017,31/03/2017,4
16/01581/HSE,05/12/2016,HSE,Q21,Extensions and alterations to existing dwelling.,"Grange Lodge
Skircoat Moor Road
Halifax
Calderdale
HX3 0JL
",30/01/2017,1,1,408834,423389,13/02/2017,1,DEL,13/02/2017,,14/12/2016,26/01/2017,13
16/01602/LBC,09/12/2016,LBC,Q23,Repair the roof on the outbuilding at New Edge Farm (Listed Building Consent),"New Edge Farm
Edge Lane
Heptonstall
Hebden Bridge
Calderdale
HX7 7PG
",03/02/2017,10,10,395482,429387,03/02/2017,10,DEL,03/02/2017,,,,2
16/01603/HSE,09/12/2016,HSE,Q21,"Two storey side extension and single storey front extension (Part Retrospective)
","8 Northedge Park
Hipperholme
Brighouse
Calderdale
HX3 8JW
",03/02/2017,11,11,412725,426156,03/02/2017,11,DEL,03/02/2017,,21/12/2016,03/02/2017,5
16/00630/DISC1,13/12/2016,DISC1,DISC,Submission of information to Discharge Conditions on application 16/00630 - Condition 2,"The Flat Mg Caravans
Burnley Road
Todmorden
Calderdale
OL14 7DJ
",09/02/2017,PCOMP,PCOMP,392606,425214,14/02/2017,PCOMP,,14/02/2017,,,,15
16/01625/LBC,13/12/2016,LBC,Q23,Internal and external alterations (Listed Building Consent),"Barkisland Hall
Stainland Road
Barkisland
Sowerby Bridge
Calderdale
HX4 0AG
",17/02/2017,3,3,406070,419933,17/02/2017,3,DEL,17/02/2017,,11/01/2017,10/02/2017,12
16/00728/NMA,14/12/2016,NMA,NMA,Non Material Amendment to application 16/00728 Blocking up one appliance bay shutter and formation of new pedestrian exit. Replacement of UPCV infill panels to offices with brick. Replacement of rear elevation appliance bay timber windows with UPVC.,"Mytholmroyd Fire Station
Burnley Road
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5DP
",24/01/2017,,PCO,401120,426149,,,,,,,,7
16/01620/COU,15/12/2016,COU,,Change of use from B2 to B2 storage and MOT Testing Bay,"Land West Of
Siddal New Road
Halifax
Calderdale

",,,APPRET,409762,424435,,,,,,,,16
16/01643/LBC,19/12/2016,LBC,Q23,Convert two dwellings back into one to include internal and external works (Listed Building Consent),"Kirby Cote Farm
Kirby Cote Lane
Cragg Vale
Hebden Bridge
West Yorkshire
HX7 5TU
",13/02/2017,3,3,400762,423377,13/03/2017,3,DEL,13/03/2017,,05/01/2017,28/02/2017,7
17/00522/FUL,20/04/2017,FUL,Q18,Extension to changing room block.,"Hammerstones Playing Fields
Hammerstones Road
Elland
West Yorkshire

",05/07/2017,1,1,409707,420504,05/07/2017,1,DEL,05/07/2017,,24/05/2017,17/06/2017,3
17/00270/HSE,03/03/2017,HSE,Q21,First floor extension,"18 Old Farm Way
Brighouse
West Yorkshire
HD6 2HF
",31/05/2017,1,1,414133,424700,25/05/2017,1,DEL,25/05/2017,,26/04/2017,19/05/2017,5
17/42019/42DAYS,24/04/2017,42DAYS,,"Prior approval application for proposed single storey extension to rear, extending out by 6 metres, maximum height 4 metres, 3 metres to eaves","26 Oaklands Avenue
Northowram
Halifax
Calderdale
HX3 7HS
",29/05/2017,18,18,411553,427143,23/05/2017,18,,23/05/2017,,27/04/2017,20/05/2017,8
17/00561/FUL,02/05/2017,FUL,Q13,Demolish existing dwelling and construct new dwelling,"Whitwood Farm
Whitwood Lane
Bailiff Bridge
Brighouse
Calderdale

",25/07/2017,1,1,415448,425386,27/07/2017,1,DEL,27/07/2017,,09/06/2017,18/07/2017,5
17/00581/FUL,03/05/2017,FUL,Q13,Detached dwelling,"Land South Of Loreli
Nursery Lane
Ripponden
Sowerby Bridge
Calderdale

",26/07/2017,11,11,403180,419378,25/07/2017,11,DEL,25/07/2017,,12/06/2017,27/07/2017,12
17/00554/LBC,28/04/2017,LBC,Q21,Replacement windows (Listed Building Consent),"3 Beverley Place
Halifax
Calderdale
HX3 6LR
",23/06/2017,3,3,408948,426417,23/06/2017,3,DEL,23/06/2017,,16/05/2017,15/06/2017,16
17/00596/HSE,09/05/2017,HSE,Q21,Single storey extension to side and detached carport,"Hollingrove East
Stansfield Hall Road
Todmorden
West Yorkshire
OL14 8BA
",04/07/2017,1,1,394142,424651,04/07/2017,1,DEL,04/07/2017,,23/05/2017,21/06/2017,15
17/42023/42DAYS,11/05/2017,42DAYS,,"Prior approval application for proposed single storey extension to rear, extending out by 6 metres, maximum height 3 metres, 3 metres to eaves","27 Illingworth Road
Illingworth
Halifax
Calderdale
HX2 9DL
",15/06/2017,18,18,407217,428682,06/06/2017,18,,06/06/2017,,12/05/2017,04/06/2017,6
17/00605/192,17/05/2017,192,Q26,Proposed conversion of garage into garden room and construction of oak porch with tiled roof to front elevation (Lawful Development Certificate),"Hey End Barn
Shield Hall Lane
Sowerby
Sowerby Bridge
Calderdale
HX2 6JN
",12/07/2017,44,44,403263,423903,12/07/2017,44,DEL,12/07/2017,,,26/05/2017,7
15/01329/DISC1,02/06/2017,DISC1,DISC,Submission of details to comply with condition 2 to permission 15/01329,"Beech Grove
Broad Carr Lane
Holywell Green
Elland
Calderdale
HX4 9BS
",31/07/2017,,PCO,409558,419960,,,,,,,,3
17/20077/TPO,22/05/2017,TPO,TPO,Prune one tree (Tree Preservation Order),"Land East Of Clarehill
Coach Road
Ripponden
Sowerby Bridge
Calderdale

",31/07/2017,4,4,403870,419893,31/07/2017,4,DEL,31/07/2017,,22/06/2017,13/07/2017,12
17/20080/TPO,23/05/2017,TPO,TPO,Prune trees (Tree Preservation Order),"Land Opposite Ripley Terrace
Danny Lane
Luddenden Foot
Sowerby Bridge
Calderdale

",18/07/2017,4,4,403875,425159,18/07/2017,4,DEL,18/07/2017,,05/06/2017,30/06/2017,7
17/20079/TPO,23/05/2017,TPO,TPO,Fell two trees (Tree Preservation Order),"1 Whitehall Villas
Leeds Road
Hipperholme
Brighouse
Calderdale
HX3 8SU
",22/08/2017,4,4,413251,425813,18/08/2017,4,DEL,18/08/2017,,03/07/2017,01/08/2017,5
17/20086/TPO,02/06/2017,TPO,TPO,Fell one tree (Tree Preservation Order),"School House
Blackwood Hall Lane
Luddenden Foot
Sowerby Bridge
Calderdale
HX2 6HD
",28/07/2017,4,4,403442,424950,28/07/2017,4,DEL,28/07/2017,,12/06/2017,11/07/2017,7
17/00739/HSE,13/06/2017,HSE,Q21,Single and two storey rear extension (resubmission of  17/00276/HSE),"1 Grasmere Grove
Mayfield
Norwood Green
Brighouse
Calderdale
HX3 8QW
",08/08/2017,1,1,413743,426973,04/08/2017,1,DEL,04/08/2017,,20/06/2017,14/07/2017,5
17/00749/192,15/06/2017,192,Q26,Single storey side extension and pitched roof to existing flat roof to rear (Lawful Development Certificate),"New House
Pinfold Lane
Rastrick
Brighouse
West Yorkshire

",11/08/2017,44,44,412624,420430,31/07/2017,44,DEL,31/07/2017,,,14/07/2017,3
17/00751/192,15/06/2017,192,Q26,Opening in boundary wall and hard standing to create agricultural access to land (Lawful Development Certificate),"Land North East Of Newlands Farm
Newlands Road
Warley
Halifax
Calderdale

",14/08/2017,16,16,405380,425269,11/08/2017,16,DEL,11/08/2017,,,14/07/2017,17
17/22030/TCA,19/06/2017,TCA,TCA,Fell one tree (Tree in a Conservation Area),"80 High Street
Luddenden
Halifax
Calderdale
HX2 6PX
",07/08/2017,40,40,404152,426116,02/08/2017,40,DEL,02/08/2017,,,30/06/2017,7
17/00773/CON,21/06/2017,CON,Q18,Conversion of existing roofspace into a one bedroom apartment,"4 Leeds Road
Hipperholme
Brighouse
Calderdale
HX3 8ND
",21/08/2017,,PCO,412528,425495,,,,,,28/06/2017,28/07/2017,5
17/20065/TPO,24/04/2017,TPO,TPO,Prune one tree (Tree Preservation Order),"Stafford Hall School
Cheltenham Place
Halifax
Calderdale
HX3 0AW
",19/06/2017,4,4,409568,423522,02/06/2017,4,DEL,02/06/2017,,10/05/2017,31/05/2017,13
17/20076/TPO,10/05/2017,TPO,TPO,Fell two trees (Tree Preservation Order),"15 Fern Valley Chase
Todmorden
West Yorkshire
OL14 7HB
",05/07/2017,4,4,392689,424892,28/06/2017,4,DEL,28/06/2017,,24/05/2017,20/06/2017,15
17/00617/HSE,11/05/2017,HSE,Q21,"Basement extension with porch above at ground floor level and new railings to balcony and basement stairs
(Revised scheme to 16/01459/HSE)","85 Kell Lane
Halifax
Calderdale
HX3 7AY
",25/08/2017,1,1,410588,426732,17/08/2017,1,DEL,17/08/2017,,06/07/2017,11/08/2017,8
17/06001/EIA,12/05/2017,EIA,SCOPE,Screening opinion for A629 Phase 1b gateway2.,"Land At Junction Of Dryclough Lane
Huddersfield Road
Salterhebble
Halifax
Calderdale

",02/06/2017,,PCO,409563,423349,,,,,,,21/06/2017,13
17/20071/TPO,02/05/2017,TPO,TPO,Prune trees (Tree Preservation Order),"Court House
Cecil Avenue
Lightcliffe
Brighouse
Calderdale
HX3 8SN
",27/06/2017,4,4,413531,425673,12/06/2017,4,DEL,12/06/2017,,16/05/2017,09/06/2017,5
16/01346/DISC1,18/05/2017,DISC1,DISC,Submission of information to Discharge Conditions on application 16/01346- condition 5,"Wheatsheaf Hotel
42 Mount Pellon
Pellon
Halifax
Calderdale
HX2 0EE
",17/07/2017,,PCO,407528,425954,,,,,,,09/06/2017,17
17/00678/LBC,26/05/2017,LBC,Q23,New enclosed staircase to attic level and fitting of new firedoors (Listed Building Consent),"10 York Terrace
Halifax
Calderdale
HX3 6LZ
",15/08/2017,3,3,408793,426363,15/08/2017,3,DEL,15/08/2017,,,14/08/2017,16
16/00484/DISC1,26/05/2017,DISC1,DISC,Submission of details to comply with all conditions to Permission 16/00484,"Land Adj To Quelle Vue
Heath Hill Road
Halifax
Calderdale",02/08/2017,,PCO,405387,427002,,,,,,,16/08/2017,17
17/06002/EIA,26/05/2017,EIA,EIA,Screening opinion for A629 Phase 2,"Junction Of Hunger Hill And
Water Lane
Halifax
Calderdale",16/06/2017,EIAR,EIAR,409318,424608,30/06/2017,EIAR,DEL,30/06/2017,,,13/06/2017,16
17/00686/FUL,30/05/2017,FUL,Q18,Steel framed tractor and machinery store,"Chapel Farm
2 Upper Greenroyd
Mount Tabor
Halifax
West Yorkshire
HX2 0TX
",09/08/2017,1,1,405506,428033,09/08/2017,1,DEL,09/08/2017,,20/06/2017,25/07/2017,17
17/22026/TCA,18/05/2017,TCA,TCA,Fell one tree (Tree in a Conservation Area),"Spring Ash
Greenroyd Avenue
Skircoat Green
Halifax
Calderdale
HX3 0JN
",29/06/2017,40,40,408907,423222,23/06/2017,40,DEL,23/06/2017,,,23/06/2017,13
16/01644/HSE,19/12/2016,HSE,Q21,Conversion of garage to living accommodation,"42A School Lane
Illingworth
Halifax
Calderdale
HX2 9QW
",13/02/2017,1,1,407791,429141,10/02/2017,1,DEL,10/02/2017,,05/01/2017,27/01/2017,6
16/01645/FUL,19/12/2016,FUL,Q13,Demolition of existing garage and construction of 1no. dwelling.,"Garage 1
Crossley Street
Brighouse
Calderdale

",03/03/2017,1,1,414856,422322,09/03/2017,1,DEL,13/03/2017,,18/01/2017,16/03/2017,11
16/22095/TCA,13/12/2016,TCA,TCA,Fell one tree (Tree in Conservation Area),"Birchcliffe
Sandy Gate
Hebden Bridge
Calderdale

",03/02/2017,40,40,399592,427465,03/02/2017,40,DEL,03/02/2017,,10/01/2017,13/01/2017,2
17/00008/RES,04/01/2017,RES,Q13,Residential development of four detached dwellings (Reserved matters pursuant to planning application 14/01153/OUT),"Cherry Tree Farm
School Lane
Illingworth
Halifax
Calderdale
HX2 9UR
",24/03/2017,2,2,407897,429556,22/03/2017,2,DEL,22/03/2017,,01/02/2017,03/08/2017,6
17/00009/FUL,04/01/2017,FUL,Q18,Conversion of part of public house into dwelling,"The New Inn
33 Heath Hill Road
Halifax
West Yorkshire
HX2 0UT
",01/03/2017,1,1,405390,427125,10/05/2017,1,DEL,10/05/2017,,12/01/2017,09/02/2017,17
16/22098/TCA,15/12/2016,TCA,TCA,Management of trees including the pruning of three and felling of two (Tree in a Conservation Area),"Waterhouse Almshouses
Harrison Road
Halifax
Calderdale

",26/01/2017,40,40,409124,424758,26/01/2017,40,DEL,26/01/2017,,,27/01/2017,13
16/20248/TPO,15/12/2016,TPO,TPO,Management of trees including pruning and the removal of four trees (Tree Preservation Order),"2 Burned Road
Shelf
Halifax
West Yorkshire
HX3 7QZ
",09/02/2017,4,4,412609,428979,09/02/2017,4,DEL,09/02/2017,,04/01/2017,07/02/2017,8
