Wakefield Council Purchase Card Spend for Quarter 1st July 2018 to 30th September 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,06/08/2018,161031,323,9.48,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,28/09/2018,161045,372,9.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,13/07/2018,161024,299,9.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,1219,9.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,216,10.90,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,28/09/2018,161045,334,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,13/07/2018,161024,272,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,06/08/2018,161031,534,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,06/08/2018,161031,274,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,14/09/2018,161041,476,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,14/09/2018,161041,387,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,169,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,1220,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,144,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,06/08/2018,161031,350,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,24/08/2018,161035,387,11.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,24/08/2018,161035,271,12.48,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,Z,BVACOP Not Applicable,ALDI,Purchase of Food & Drink,Revenue,06/08/2018,161031,372,14.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,657,132.94,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,31/08/2018,161037,55,14.23,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,31/08/2018,161037,65,52.05,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,1316,8.52,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,1315,66.96,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/09/2018,161041,266,73.22,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/09/2018,161041,294,78.23,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,876,2.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,11,2.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,10/08/2018,161032,323,13.74,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,07/09/2018,161038,255,22.66,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,26/07/2018,161029,33,18.49,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,20,3.03,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,829,12.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,903,17.37,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,09/07/2018,161022,19,59.79,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,828,63.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,1128,71.64,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,183,6.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,105,6.85,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,127,10.78,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,127,11.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,105,12.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,150,12.68,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,07/09/2018,161038,536,13.87,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,93,15.14,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,07/09/2018,161038,110,16.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,182,42.63,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,116,49.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,149,49.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,104,51.02,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,07/09/2018,161038,535,53.21,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,92,56.49,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,07/09/2018,161038,109,79.72,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,104,94.39,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,14/08/2018,161033,126,105.70,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,17/07/2018,161025,181,3.02,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,17/07/2018,161025,180,12.65,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,17/07/2018,161025,182,11.95,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,81,1.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,80,4.54,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,674,5.26,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,11/09/2018,161039,147,5.77,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,28/09/2018,161045,425,6.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,28/09/2018,161045,424,60.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,23/07/2018,161026,673,65.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Purchase of Food & Drink,Revenue,10/08/2018,161032,200,1.79,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALDI,Purchase of Food & Drink,Revenue,13/07/2018,161024,212,5.53,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Educational Visits,Revenue,26/07/2018,161029,11,6.56,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Educational Visits,Revenue,14/08/2018,161033,61,2.48,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Holidays & Outings,Revenue,17/08/2018,161034,123,1.32,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Holidays & Outings,Revenue,07/09/2018,161038,362,10.82,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,23/07/2018,161026,72,1.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,23/07/2018,161026,129,3.35,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,23/07/2018,161026,71,9.63,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,23/07/2018,161026,1046,8.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,27/07/2018,161030,142,8.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,09/07/2018,161022,841,16.78,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,28/09/2018,161045,313,5.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,23/07/2018,161026,814,9.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALDI,Personal Needs,Revenue,07/09/2018,161038,494,7.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,ALEXANDRA WEBSITE,Clothing,Revenue,07/09/2018,161038,141,52.96,Nil,MEN´S/WOMEN´S/CHILDREN´S UNIFORMS/COMMERCIAL CLOTH,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALLIED 4 VANS,Hired Vehicles,Revenue,25/07/2018,161028,5,-200.00,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALLIED 4 VANS,Hired Vehicles,Revenue,23/07/2018,161026,17,-200.00,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALLIED 4 VANS,Hired Vehicles,Revenue,25/07/2018,161028,3,295.00,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,ALLIED 4 VANS,Hired Vehicles,Revenue,23/07/2018,161026,9,318.50,Nil,AUTOMOBILE RENTAL AGENCY-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,AMAZON,Training Expenses,Revenue,14/09/2018,161041,441,12.52,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,AMAZON,Repairs - Reactive,Revenue,28/09/2018,161045,168,5.82,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,AMAZON,Repairs - Reactive,Revenue,28/09/2018,161045,178,3.12,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Repairs - Reactive,Revenue,10/08/2018,161032,48,20.03,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Repairs - Reactive,Revenue,10/08/2018,161032,45,8.82,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Repairs - Reactive,Revenue,14/09/2018,161041,21,18.47,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,AMAZON,Premises Cleaning,Revenue,09/07/2018,161022,283,29.17,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,215,27.28,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,216,29.32,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,76,57.61,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,11/09/2018,161039,111,43.95,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,214,8.32,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,23/07/2018,161026,292,11.41,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,09/07/2018,161022,1249,12.72,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,233,14.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,07/09/2018,161038,449,14.99,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,28/09/2018,161045,429,26.66,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,17/08/2018,161034,169,26.67,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,28/09/2018,161045,393,43.27,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,28/09/2018,161045,428,49.98,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Premises Cleaning,Revenue,10/08/2018,161032,295,114.75,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,AMAZON,Refuse Collection,Revenue,17/08/2018,161034,37,45.12,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,389,41.51,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,427,94.00,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,219,2.16,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,220,4.27,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,218,4.60,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,459,4.77,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,L,Cultural and Related Services,AMAZON,Equipment,Revenue,06/08/2018,161031,475,6.75,Nil,BOOK STORES,GPC,Not Yet Available,,,,,,
