Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,01/04/2011,Contactor/ Staff Subsitution,HEALTH PROTECTION AND IMPROVEMENT,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0055618,"172,078.93",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTH STAFFORDSHIRE PCT,HAFS-10438,"77,800,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTH TYNESIDE PCT,HAFS-10439,"21,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTH WEST ESSEX PCT,HAFS-10440,"44,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTH WEST SHA,HAFS-10441,"30,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTHAMPTON CITY PCT,HAFS-10442,"32,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SOUTHWARK PCT,HAFS-10443,"40,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),STOCKPORT PCT,HAFS-10444,"34,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),STOCKTON-ON-TEES TEACHING PCT,HAFS-10445,"22,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),STOKE ON TRENT PCT,HAFS-10446,"36,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SUFFOLK PCT,HAFS-10447,"73,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SUNDERLAND TEACHING PCT,HAFS-10448,"35,900,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SURREY PCT,HAFS-10449,"120,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SUTTON AND MERTON PCT,HAFS-10450,"33,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),SWINDON PCT,HAFS-10451,"39,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),TAMESIDE AND GLOSSOP PCT,HAFS-10452,"31,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),TELFORD & WREKIN PCT,HAFS-10453,"20,912,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),TORBAY CARE TRUST,HAFS-10454,"17,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),TOWER HAMLETS PCT,HAFS-10455,"38,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),TRAFFORD PCT,HAFS-10456,"31,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WAKEFIELD DISTRICT PCT,HAFS-10457,"52,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WALSALL TEACHING PCT,HAFS-10458,"36,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WALTHAM FOREST PCT,HAFS-10459,"31,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WANDSWORTH TEACHING PCT,HAFS-10460,"45,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WARRINGTON PCT,HAFS-10461,"22,800,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WARWICKSHIRE PCT,HAFS-10462,"62,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST ESSEX PCT,HAFS-10463,"37,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST KENT PCT,HAFS-10464,"87,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST MIDLANDS SHA,HAFS-10465,"37,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WEST SUSSEX PCT,HAFS-10466,"107,500,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WESTERN CHESHIRE PCT,HAFS-10467,"50,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WESTMINSTER PCT,HAFS-10468,"29,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WILTSHIRE PCT,HAFS-10469,"48,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WIRRAL PCT,HAFS-10470,"45,250,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WOLVERHAMPTON CITY PCT,HAFS-10471,"35,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WORCESTERSHIRE PCT,HAFS-10472,"75,000,000.00",
Department of Health,Department of Health,01/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),YORKSHIRE & THE HUMBER SHA,HAFS-10473,"42,500,000.00",
Department of Health,Department of Health,02/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,16.27,
Department of Health,Department of Health,03/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,23.99,
Department of Health,Department of Health,04/04/2011,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,12746558,"24,300.00",
Department of Health,Department of Health,04/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,"6,275.55",
Department of Health,Department of Health,04/04/2011,Storage costs,NHS MEDICAL DIRECTOR,BAXTER HEALTHCARE LTD,031991421,"742,038.73",
Department of Health,Department of Health,04/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,261835PART PAYT,"4,166,666.67",
Department of Health,Department of Health,04/04/2011,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,DEXCEL PHARMA LTD,0001088644,"28,542.86",
Department of Health,Department of Health,04/04/2011,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,DEXCEL PHARMA LTD,0001088645,"28,591.42",
Department of Health,Department of Health,04/04/2011,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,DEXCEL PHARMA LTD,0001090078,"40,996.96",
Department of Health,Department of Health,04/04/2011,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,DEXCEL PHARMA LTD,0001090079,"41,193.43",
Department of Health,Department of Health,04/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,719756,"432,000.00",
Department of Health,Department of Health,04/04/2011,Storage costs,HEALTH PROTECTION AND IMPROVEMENT,EXEL EUROPE LTD,6247924,"51,877.30",
Department of Health,Department of Health,04/04/2011,Professional fees,WORKFORCE,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00014407,"35,265.30",
Department of Health,Department of Health,04/04/2011,Computer Software/License,INFORMATICS,INTERSYSTEMS EUROPE,12764502,"28,885.56",
Department of Health,Department of Health,04/04/2011,Outsourcing Contract,SOCIAL CARE,ISLINGTON PCT,60002389,"56,776.44",
Department of Health,Department of Health,04/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,KINGS COLLEGE LONDON,RPI-10112144,"252,329.00",
Department of Health,Department of Health,04/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),4660728,"1,888,716.00",
Department of Health,Department of Health,04/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),4660731,"2,000,000.00",
Department of Health,Department of Health,04/04/2011,Other programme expenditure,SOCIAL CARE,NOTTINGHAM CITY PCT,12720943,"261,115.29",
Department of Health,Department of Health,04/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,PRIMARY CARE COMMISSIONING CIC,0000000770,"42,559.80",
Department of Health,Department of Health,04/04/2011,External Consultancy Fees,INFORMATICS,QI CONSULTING,12756696,"403,267.50",
Department of Health,Department of Health,04/04/2011,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,902.19,
Department of Health,Department of Health,04/04/2011,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,"5,801.33",
Department of Health,Department of Health,04/04/2011,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,"11,377.01",
Department of Health,Department of Health,04/04/2011,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,"23,128.11",
Department of Health,Department of Health,04/04/2011,Rates,FINANCE & OPERATIONS (DM),SOUTHWARK LONDON BOROUGH COUNCIL,NN2556008000000108/03/11,"493,770.00",
Department of Health,Department of Health,04/04/2011,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0000190827,"109,811.36",
Department of Health,Department of Health,04/04/2011,Rates,FINANCE & OPERATIONS (DM),WESTMINSTER CITY COUNCIL,40087182615/03/11,"448,470.00",
Department of Health,Department of Health,05/04/2011,Staff Consultancy & Suppt,INFORMATICS,ALPINE CONSORTIUM,12707088,"22,113.00",
Department of Health,Department of Health,05/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,"3,639.36",
Department of Health,Department of Health,05/04/2011,Professional fees,SOCIAL CARE,BIG WHITE WALL LTD,0929,"156,000.00",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,BIRMINGHAM UNIVERSITY OF,200/96346,"3,272.74",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,BIRMINGHAM UNIVERSITY OF,200/96346,"22,960.61",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,SOCIAL CARE,BRADFORD DISTRICT CARE TRUST,177341,"141,194.89",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,SOCIAL CARE,BURY PCT,INV0000016410,"123,933.20",
Department of Health,Department of Health,05/04/2011,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,12764557,"34,664.06",
Department of Health,Department of Health,05/04/2011,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,12764562,"93,329.91",
Department of Health,Department of Health,05/04/2011,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,12764556,"186,244.85",
Department of Health,Department of Health,05/04/2011,External Consultancy Fees,INFORMATICS,CABLE & WIRELESS UK,12776839,"30,355.56",
Department of Health,Department of Health,05/04/2011,Grants to non profit institutions (CUR),HEALTH PROTECTION AND IMPROVEMENT,COMMONWEALTH SECRETARIAT,ERS-429848-44581,"50,000.00",
Department of Health,Department of Health,05/04/2011,Computer Software/License,INFORMATICS,COMPUTACENTER UK LTD,12775208,"73,944.00",
Department of Health,Department of Health,05/04/2011,Addition Clearing - OLB,FINANCE & OPERATIONS (DM),CROWN FLOORING LTD,L1492,"82,468.56",
Department of Health,Department of Health,05/04/2011,Contactor/ Staff Subsitution,FINANCE & OPERATIONS (DM),CSC COMPUTER SCIENCES LTD,5201231374,"33,809.00",
Department of Health,Department of Health,05/04/2011,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,"527,542.36",
Department of Health,Department of Health,05/04/2011,Utilities,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,"-126,010.56",
Department of Health,Department of Health,05/04/2011,Utilities,FINANCE & OPERATIONS (DM),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,"228,520.90",
Department of Health,Department of Health,05/04/2011,Other programme expenditure,CHIEF NURSING OFFICER,EAST OF ENGLAND SHA,9203000,"40,000.00",
Department of Health,Department of Health,05/04/2011,Professional fees,SOCIAL CARE,ECOTEC RESEARCH AND CONSULTING LTD,INV09897,"66,000.00",
Department of Health,Department of Health,05/04/2011,Computer Hardware Purch,INFORMATICS,EUROPEAN ELECTRONIQUE LTD,12626450,"219,691.20",
Department of Health,Department of Health,05/04/2011,Computer Software/License,INFORMATICS,EUROPEAN ELECTRONIQUE LTD,12626450,"24,272.40",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592255,"102,040.00",
Department of Health,Department of Health,05/04/2011,Storage costs,HEALTH PROTECTION AND IMPROVEMENT,HEALTH PROTECTION AGENCY (HPA),5304905,"117,240.00",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0705,"684,780.57",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0704,"1,366,042.54",
Department of Health,Department of Health,05/04/2011,Meeting expense/Room Hire,INFORMATICS,INTERNATIONAL HEALTH TERMINOLOGY STANDARDS DEVELOPMENT ORGANISATION,12775171,"1,027,253.00",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,SOCIAL CARE,KENT COUNTY COUNCIL,2009686,"31,676.25",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,NHS FINANCE PERFORMANCE & OPERATIONS,LONDON SHA,19522606,"38,066.44",
Department of Health,Department of Health,05/04/2011,Consultancy/Professional Advice,SOCIAL CARE,MANCHESTER UNIVERSITY OF,15037574,"41,385.69",
Department of Health,Department of Health,05/04/2011,Other programme expenditure,COMMISSIONING,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,MON131,"18,152.75",
Department of Health,Department of Health,05/04/2011,Other programme expenditure,COMMISSIONING,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,MON131,"52,969.38",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,FINANCE & OPERATIONS (DM),NHS SHARED BUSINESS SERVICES (SBS),100003148,"48,090.00",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,FINANCE & OPERATIONS (DM),NHS SHARED BUSINESS SERVICES (SBS),100003148,"71,219.00",
Department of Health,Department of Health,05/04/2011,Research & development,NHS MEDICAL DIRECTOR,PGO FOREIGN CURRENCY PAYMENTS,1042510950DIYTLU,"44,301.66",
Department of Health,Department of Health,05/04/2011,Outsourcing Contract,SOCIAL CARE,ROYAL COLLEGE OF GENERAL PRACTITIONERS RCGP,INVGEN-004033,"39,133.51",
Department of Health,Department of Health,05/04/2011,Computer Maintenance,INFORMATICS,SIEMENS PLC,12756647,"40,410.96",
Department of Health,Department of Health,05/04/2011,Contactor/ Staff Subsitution,HEALTH PROTECTION AND IMPROVEMENT,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0059447,"42,788.00",
Department of Health,Department of Health,05/04/2011,Contactor/ Staff Subsitution,HEALTH PROTECTION AND IMPROVEMENT,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0059446,"124,588.43",
Department of Health,Department of Health,05/04/2011,Research & development,HEALTH PROTECTION AND IMPROVEMENT,TNS UK LTD,131429,"68,076.00",
Department of Health,Department of Health,05/04/2011,Research & development,HEALTH PROTECTION AND IMPROVEMENT,UNIVERSITY COLLEGE LONDON (UCL),96817,"43,631.00",
Department of Health,Department of Health,05/04/2011,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,WEST MIDLANDS AMBULANCE SERVICE NHS TRUST,Y0001351,"659,205.50",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,SOCIAL CARE,WESTERN CHESHIRE PCT,8262769,"624,897.71",
Department of Health,Department of Health,05/04/2011,Secondees in invoiced costs,SOCIAL CARE,WINCHESTER & EASTLEIGH HEALTHCARE NHS TRUST,7618098,"105,203.99",
Department of Health,Department of Health,06/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,ATTEND,ERS-429882-44601,"272,302.00",
Department of Health,Department of Health,06/04/2011,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,1939001-18-APR-11,"3,987.84",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-429908-44623,"100,000.00",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-429908-44623,"125,000.00",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-429909-44624,"125,000.00",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-429909-44624,"200,000.00",
Department of Health,Department of Health,06/04/2011,Admin Revenue Grant-in-Aid,POLICY & STRATEGY,CARE QUALITY COMMISSION (CQC),FUNDING APRIL 2011,"8,000,000.00",
Department of Health,Department of Health,06/04/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),734088,"77,203.00",
Department of Health,Department of Health,06/04/2011,Consultancy Other: not VAT recoverable,HEALTH PROTECTION AND IMPROVEMENT,CENTRAL OFFICE OF INFORMATION (COI),731634,137.05,
Department of Health,Department of Health,06/04/2011,Secondees in invoiced costs,HEALTH PROTECTION AND IMPROVEMENT,CENTRAL OFFICE OF INFORMATION (COI),731634,"29,736.00",
Department of Health,Department of Health,06/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,CHURCHES TOGETHER IN ENGLAND,ERS-429884-44602,"62,669.00",
Department of Health,Department of Health,06/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,CRISIS DEPOSIT ACCOUNT,ERS-429886-44603,"71,143.00",
Department of Health,Department of Health,06/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,EXERCISE MOVEMENT AND DANCE PARTNERSHIP LTD,DH110301,"31,500.00",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,EXETER UNIVERSITY OF,ERS-429910-44625,"163,843.00",
Department of Health,Department of Health,06/04/2011,Travel & subsistence staff,FINANCE & OPERATIONS (DM),FCM TRAVEL SOLUTIONS,1049603740,"94,003.59",
Department of Health,Department of Health,06/04/2011,Other programme expenditure,COMMISSIONING,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592282,"667,000.00",
Department of Health,Department of Health,06/04/2011,Rent of Land & Buildings (non-PFI operating lease),FINANCE & OPERATIONS (DM),HM REVENUE AND CUSTOMS (HMRC),18000028612010,"60,211.42",
Department of Health,Department of Health,06/04/2011,Utilities,FINANCE & OPERATIONS (DM),HM REVENUE AND CUSTOMS (HMRC),18000028612010,"65,735.60",
Department of Health,Department of Health,06/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,IMPERIAL COLLEGE LONDON,10082422,"135,820.05",
Department of Health,Department of Health,06/04/2011,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-429912-44627,"100,000.00",
