"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-01,"Professional fees","HEALTH PROTECTION AND IMPROVEMENT","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","M0055618",-172078.93,""
"Department of Health","Department of Health",2011-04-01,"Contactor/ Staff Subsitution","HEALTH PROTECTION AND IMPROVEMENT","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","M0055618",172078.93,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTH STAFFORDSHIRE PCT","HAFS-10438",77800000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTH TYNESIDE PCT","HAFS-10439",2.1e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTH WEST ESSEX PCT","HAFS-10440",4.4e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTH WEST SHA","HAFS-10441",3e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTHAMPTON CITY PCT","HAFS-10442",3.2e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SOUTHWARK PCT","HAFS-10443",4e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","STOCKPORT PCT","HAFS-10444",3.4e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","STOCKTON-ON-TEES TEACHING PCT","HAFS-10445",22500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","STOKE ON TRENT PCT","HAFS-10446",36500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SUFFOLK PCT","HAFS-10447",7.3e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SUNDERLAND TEACHING PCT","HAFS-10448",35900000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SURREY PCT","HAFS-10449",1.2e+08,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SUTTON AND MERTON PCT","HAFS-10450",33500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","SWINDON PCT","HAFS-10451",3.9e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","TAMESIDE AND GLOSSOP PCT","HAFS-10452",31500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","TELFORD & WREKIN PCT","HAFS-10453",20912000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","TORBAY CARE TRUST","HAFS-10454",17500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","TOWER HAMLETS PCT","HAFS-10455",3.8e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","TRAFFORD PCT","HAFS-10456",3.1e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WAKEFIELD DISTRICT PCT","HAFS-10457",5.2e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WALSALL TEACHING PCT","HAFS-10458",36500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WALTHAM FOREST PCT","HAFS-10459",3.1e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WANDSWORTH TEACHING PCT","HAFS-10460",4.5e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WARRINGTON PCT","HAFS-10461",22800000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WARWICKSHIRE PCT","HAFS-10462",6.2e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WEST ESSEX PCT","HAFS-10463",3.7e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WEST KENT PCT","HAFS-10464",8.7e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WEST MIDLANDS SHA","HAFS-10465",3.7e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WEST SUSSEX PCT","HAFS-10466",107500000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WESTERN CHESHIRE PCT","HAFS-10467",5e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WESTMINSTER PCT","HAFS-10468",2.9e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WILTSHIRE PCT","HAFS-10469",4.8e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WIRRAL PCT","HAFS-10470",45250000,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WOLVERHAMPTON CITY PCT","HAFS-10471",3.5e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WORCESTERSHIRE PCT","HAFS-10472",7.5e+07,""
"Department of Health","Department of Health",2011-04-01,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","YORKSHIRE & THE HUMBER SHA","HAFS-10473",42500000,""
"Department of Health","Department of Health",2011-04-02,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",16.27,""
"Department of Health","Department of Health",2011-04-03,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",23.99,""
"Department of Health","Department of Health",2011-04-04,"Staff Consultancy & Suppt","INFORMATICS","ALPINE CONSORTIUM","12746558",24300,""
"Department of Health","Department of Health",2011-04-04,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",6275.55,""
"Department of Health","Department of Health",2011-04-04,"Storage costs","NHS MEDICAL DIRECTOR","BAXTER HEALTHCARE LTD","031991421",742038.73,""
"Department of Health","Department of Health",2011-04-04,"Service charge","NHS Chief Information Officer","BT GROUP PLC","261835PART PAYT",4166666.67,""
"Department of Health","Department of Health",2011-04-04,"Stock Essential Medicines Additions","NHS MEDICAL DIRECTOR","DEXCEL PHARMA LTD","0001088644",28542.86,""
"Department of Health","Department of Health",2011-04-04,"Stock Essential Medicines Additions","NHS MEDICAL DIRECTOR","DEXCEL PHARMA LTD","0001088645",28591.42,""
"Department of Health","Department of Health",2011-04-04,"Stock Essential Medicines Additions","NHS MEDICAL DIRECTOR","DEXCEL PHARMA LTD","0001090078",40996.96,""
"Department of Health","Department of Health",2011-04-04,"Stock Essential Medicines Additions","NHS MEDICAL DIRECTOR","DEXCEL PHARMA LTD","0001090079",41193.43,""
"Department of Health","Department of Health",2011-04-04,"Other programme expenditure","HEALTH PROTECTION AND IMPROVEMENT","EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST","719756",432000,""
"Department of Health","Department of Health",2011-04-04,"Storage costs","HEALTH PROTECTION AND IMPROVEMENT","EXEL EUROPE LTD","6247924",51877.3,""
"Department of Health","Department of Health",2011-04-04,"Professional fees","WORKFORCE","GOVERNMENT ACTUARYS DEPARTMENT (GAD)","SINV/00014407",35265.3,""
"Department of Health","Department of Health",2011-04-04,"Computer Software/License","INFORMATICS","INTERSYSTEMS EUROPE","12764502",28885.56,""
"Department of Health","Department of Health",2011-04-04,"Outsourcing Contract","SOCIAL CARE","ISLINGTON PCT","60002389",56776.44,""
"Department of Health","Department of Health",2011-04-04,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","KINGS COLLEGE LONDON","RPI-10112144",252329,""
"Department of Health","Department of Health",2011-04-04,"Other programme expenditure","HEALTH PROTECTION AND IMPROVEMENT","NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA)","4660728",1888716,""
"Department of Health","Department of Health",2011-04-04,"Other programme expenditure","HEALTH PROTECTION AND IMPROVEMENT","NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA)","4660731",2e+06,""
"Department of Health","Department of Health",2011-04-04,"Other programme expenditure","SOCIAL CARE","NOTTINGHAM CITY PCT","12720943",261115.29,""
"Department of Health","Department of Health",2011-04-04,"Contactor/ Staff Subsitution","COMMISSIONING","PRIMARY CARE COMMISSIONING CIC","0000000770",42559.8,""
"Department of Health","Department of Health",2011-04-04,"External Consultancy Fees","INFORMATICS","QI CONSULTING","12756696",403267.5,""
"Department of Health","Department of Health",2011-04-04,"Secondees in invoiced costs","HEALTH PROTECTION AND IMPROVEMENT","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","7868802",902.19,""
"Department of Health","Department of Health",2011-04-04,"Secondees in invoiced costs","HEALTH PROTECTION AND IMPROVEMENT","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","7868802",5801.33,""
"Department of Health","Department of Health",2011-04-04,"Secondees in invoiced costs","HEALTH PROTECTION AND IMPROVEMENT","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","7868802",11377.01,""
"Department of Health","Department of Health",2011-04-04,"Secondees in invoiced costs","HEALTH PROTECTION AND IMPROVEMENT","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","7868802",23128.11,""
"Department of Health","Department of Health",2011-04-04,"Rates","FINANCE & OPERATIONS (DM)","SOUTHWARK LONDON BOROUGH COUNCIL","NN2556008000000108/03/11",493770,""
"Department of Health","Department of Health",2011-04-04,"Outsourcing Contract","NHS FINANCE PERFORMANCE & OPERATIONS","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","0000190827",109811.36,""
"Department of Health","Department of Health",2011-04-04,"Rates","FINANCE & OPERATIONS (DM)","WESTMINSTER CITY COUNCIL","40087182615/03/11",448470,""
"Department of Health","Department of Health",2011-04-05,"Staff Consultancy & Suppt","INFORMATICS","ALPINE CONSORTIUM","12707088",22113,""
"Department of Health","Department of Health",2011-04-05,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",3639.36,""
"Department of Health","Department of Health",2011-04-05,"Professional fees","SOCIAL CARE","BIG WHITE WALL LTD","0929",156000,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","NHS MEDICAL DIRECTOR","BIRMINGHAM UNIVERSITY OF","200/96346",3272.74,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","NHS MEDICAL DIRECTOR","BIRMINGHAM UNIVERSITY OF","200/96346",22960.61,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","SOCIAL CARE","BRADFORD DISTRICT CARE TRUST","177341",141194.89,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","SOCIAL CARE","BURY PCT","INV0000016410",123933.2,""
"Department of Health","Department of Health",2011-04-05,"External Consultancy Fees","INFORMATICS","CABLE & WIRELESS UK","12764557",34664.06,""
"Department of Health","Department of Health",2011-04-05,"External Consultancy Fees","INFORMATICS","CABLE & WIRELESS UK","12764562",93329.91,""
"Department of Health","Department of Health",2011-04-05,"External Consultancy Fees","INFORMATICS","CABLE & WIRELESS UK","12764556",186244.85,""
"Department of Health","Department of Health",2011-04-05,"External Consultancy Fees","INFORMATICS","CABLE & WIRELESS UK","12776839",30355.56,""
"Department of Health","Department of Health",2011-04-05,"Grants to non profit institutions (CUR)","HEALTH PROTECTION AND IMPROVEMENT","COMMONWEALTH SECRETARIAT","ERS-429848-44581",50000,""
"Department of Health","Department of Health",2011-04-05,"Computer Software/License","INFORMATICS","COMPUTACENTER UK LTD","12775208",73944,""
"Department of Health","Department of Health",2011-04-05,"Addition Clearing - OLB","FINANCE & OPERATIONS (DM)","CROWN FLOORING LTD","L1492",82468.56,""
"Department of Health","Department of Health",2011-04-05,"Contactor/ Staff Subsitution","FINANCE & OPERATIONS (DM)","CSC COMPUTER SCIENCES LTD","5201231374",33809,""
"Department of Health","Department of Health",2011-04-05,"Rent of Land & Buildings (non-PFI operating lease)","FINANCE & OPERATIONS (DM)","DEPARTMENT FOR WORK AND PENSIONS (DWP)","5023918",527542.36,""
"Department of Health","Department of Health",2011-04-05,"Utilities","FINANCE & OPERATIONS (DM)","DEPARTMENT FOR WORK AND PENSIONS (DWP)","5023918",-126010.56,""
"Department of Health","Department of Health",2011-04-05,"Utilities","FINANCE & OPERATIONS (DM)","DEPARTMENT FOR WORK AND PENSIONS (DWP)","5023918",228520.9,""
"Department of Health","Department of Health",2011-04-05,"Other programme expenditure","CHIEF NURSING OFFICER","EAST OF ENGLAND SHA","9203000",40000,""
"Department of Health","Department of Health",2011-04-05,"Professional fees","SOCIAL CARE","ECOTEC RESEARCH AND CONSULTING LTD","INV09897",66000,""
"Department of Health","Department of Health",2011-04-05,"Computer Hardware Purch","INFORMATICS","EUROPEAN ELECTRONIQUE LTD","12626450",219691.2,""
"Department of Health","Department of Health",2011-04-05,"Computer Software/License","INFORMATICS","EUROPEAN ELECTRONIQUE LTD","12626450",24272.4,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","HEALTH PROTECTION AND IMPROVEMENT","HEALTH AND SOCIAL CARE INFORMATION CENTRE","12592255",102040,""
"Department of Health","Department of Health",2011-04-05,"Storage costs","HEALTH PROTECTION AND IMPROVEMENT","HEALTH PROTECTION AGENCY (HPA)","5304905",117240,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","NHS MEDICAL DIRECTOR","HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP)","S0705",684780.57,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","NHS MEDICAL DIRECTOR","HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP)","S0704",1366042.54,""
"Department of Health","Department of Health",2011-04-05,"Meeting expense/Room Hire","INFORMATICS","INTERNATIONAL HEALTH TERMINOLOGY STANDARDS DEVELOPMENT ORGANISATION","12775171",1027253,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","SOCIAL CARE","KENT COUNTY COUNCIL","2009686",31676.25,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","NHS FINANCE PERFORMANCE & OPERATIONS","LONDON SHA","19522606",38066.44,""
"Department of Health","Department of Health",2011-04-05,"Consultancy/Professional Advice","SOCIAL CARE","MANCHESTER UNIVERSITY OF","15037574",41385.69,""
"Department of Health","Department of Health",2011-04-05,"Other programme expenditure","COMMISSIONING","MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS","MON131",18152.75,""
"Department of Health","Department of Health",2011-04-05,"Other programme expenditure","COMMISSIONING","MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS","MON131",52969.38,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","FINANCE & OPERATIONS (DM)","NHS SHARED BUSINESS SERVICES (SBS)","100003148",48090,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","FINANCE & OPERATIONS (DM)","NHS SHARED BUSINESS SERVICES (SBS)","100003148",71219,""
"Department of Health","Department of Health",2011-04-05,"Research & development","NHS MEDICAL DIRECTOR","PGO FOREIGN CURRENCY PAYMENTS","1042510950DIYTLU",44301.66,""
"Department of Health","Department of Health",2011-04-05,"Outsourcing Contract","SOCIAL CARE","ROYAL COLLEGE OF GENERAL PRACTITIONERS RCGP","INVGEN-004033",39133.51,""
"Department of Health","Department of Health",2011-04-05,"Computer Maintenance","INFORMATICS","SIEMENS PLC","12756647",40410.96,""
"Department of Health","Department of Health",2011-04-05,"Contactor/ Staff Subsitution","HEALTH PROTECTION AND IMPROVEMENT","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","M0059447",42788,""
"Department of Health","Department of Health",2011-04-05,"Contactor/ Staff Subsitution","HEALTH PROTECTION AND IMPROVEMENT","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","M0059446",124588.43,""
"Department of Health","Department of Health",2011-04-05,"Research & development","HEALTH PROTECTION AND IMPROVEMENT","TNS UK LTD","131429",68076,""
"Department of Health","Department of Health",2011-04-05,"Research & development","HEALTH PROTECTION AND IMPROVEMENT","UNIVERSITY COLLEGE LONDON (UCL)","96817",43631,""
"Department of Health","Department of Health",2011-04-05,"Revenue Grants to Other Bodies","HEALTH PROTECTION AND IMPROVEMENT","WEST MIDLANDS AMBULANCE SERVICE NHS TRUST","Y0001351",659205.5,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","SOCIAL CARE","WESTERN CHESHIRE PCT","8262769",624897.71,""
"Department of Health","Department of Health",2011-04-05,"Secondees in invoiced costs","SOCIAL CARE","WINCHESTER & EASTLEIGH HEALTHCARE NHS TRUST","7618098",105203.99,""
"Department of Health","Department of Health",2011-04-06,"Grants to non profit institutions (CUR)","SOCIAL CARE","ATTEND","ERS-429882-44601",272302,""
"Department of Health","Department of Health",2011-04-06,"Expense clearing GPC (ST)","More than one directorate","BARCLAYCARD BUSINESS","1939001-18-APR-11",3987.84,""
"Department of Health","Department of Health",2011-04-06,"Research & development","Research & development","BIRMINGHAM UNIVERSITY OF","ERS-429908-44623",1e+05,""
"Department of Health","Department of Health",2011-04-06,"Research & development","Research & development","BIRMINGHAM UNIVERSITY OF","ERS-429908-44623",125000,""
"Department of Health","Department of Health",2011-04-06,"Research & development","Research & development","BRISTOL UNIVERSITY OF","ERS-429909-44624",125000,""
"Department of Health","Department of Health",2011-04-06,"Research & development","Research & development","BRISTOL UNIVERSITY OF","ERS-429909-44624",2e+05,""
"Department of Health","Department of Health",2011-04-06,"Admin Revenue Grant-in-Aid","POLICY & STRATEGY","CARE QUALITY COMMISSION (CQC)","FUNDING APRIL 2011",8e+06,""
"Department of Health","Department of Health",2011-04-06,"Publicity & advertising","COMMUNICATIONS","CENTRAL OFFICE OF INFORMATION (COI)","734088",77203,""
