Amount,Date,Entity,Expense Area,Expense Type,Supplier,Transaction Number
"£312,360.72",07/03/2011,MoJ HQ,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6279
"£910,327.49",11/03/2011,MoJ HQ,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,HM PRISON SERVICE,1067
"£106,786.53",30/03/2011,MoJ HQ,QY100-GPC Management - MoJ,710218-Barclaycard Payment Control,COMPANY BARCLAYCARD CORPORATE,6293
"£405,099.46",17/03/2011,MoJ HQ,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1068
"£11,363,720.36",17/03/2011,MoJ HQ,WW000-Balance Sheet,710621-Payable to CF - CFERS - Surrenders,HM TREASURY - CFER PAYOVER,1069
"£4,361,000.00",31/03/2011,MoJ HQ,WW000-Balance Sheet,710641-Payable to CF - Excess Approptns in Aid,HM TREASURY - CFER PAYOVER,1080
"£130,947.18",18/03/2011,MoJ HQ,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1074
"£120,143.86",18/03/2011,MoJ HQ,WW000-Balance Sheet,811056-Receivables MoJHQ From OPG,HMRC,1075
"£1,326,626.94",15/03/2011,Tribunals,TR130-Finance & Resources,211322-Judicial Superannuation Lower,JUDICIAL PENSIONS SCHEME,1034
"£588,367.20",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,NB REAL ESTATE,1069909
"£36,937.50",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070136
"£38,550.00",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,1070135
"£42,600.00",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,STANDARD LIFE INVESTMENTS,19287
"£339,621.76",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805
"£104,750.00",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,1069805
"£34,431.76",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786
"£121,018.80",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860
"£179,775.30",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,JONES LANG LASALLE LTD,1069860
"£74,379.01",04/03/2011,Tribunals,TR140-Finance & Resources (Estates),221112-Property Rents - Passing Rent,MAPELEY STEPS CONTRACTOR LTD,1069886
"£135,660.30",04/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,EDDISONS,1069814
"£34,431.76",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1069786
"£84,450.00",04/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,SANDERSON WEATHERALL,1070116
"£54,744.00",08/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,SAVILLS COMMERCIAL LTD,1070660
"£95,177.77",08/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,LAND SECURITIES PROPERTIES LTD,1070520
"£187,500.00",08/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,CITY OF LONDON,1070451
"£278,250.00",11/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,ASHWELL ROGERS LLP,1070982
"£35,920.80",11/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,HELIX PROPERTIES,1071076
"£73,263.90",11/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,CBRE CB RICHARD ELLIS,1071011
"£111,600.00",15/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410
"£192,150.00",15/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,PRUDENTIAL PROPERTY INVESTMENT MANAGERS LTD,1072410
"£218,939.26",15/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,PHOENIX BEARD,1072390
"£85,625.00",15/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,MONTAGU EVANS,1072291
"£237,507.08",15/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,BRUNTWOOD ESTATES ALPHA PORTFOLIO LTD,1071873
"£92,911.50",18/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,ABERDEEN PROPERTY INVESTORS,1073029
"£51,695.05",18/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,SOCA (SERIOUS ORGANISED CRIME AGENCY),1073391
"£71,656.80",22/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,ROSEMOUNT POCOCK STREET LLP,1073812
"£172,350.00",22/03/2011,Tribunals,TR190-Regional North,221112-Property Rents - Passing Rent,COLLIER & MADGE PLC,1073571
"£66,094.20",22/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,GENERAL PHYSICS (UK) LTD,1073597
"£165,150.00",25/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,FERNEX LTD,1074191
"£32,391.32",25/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,GVA GRIMLEY LTD,1074209
"£138,983.70",25/03/2011,Tribunals,TR200-Regional South,221112-Property Rents - Passing Rent,GE REAL ESTATE,1074197
"£29,377.88",08/03/2011,Tribunals,TR200-Regional South,222114-Service Charges,SANDERSON WEATHERALL,1070658
"£26,395.93",11/03/2011,Tribunals,TR190-Regional North,222114-Service Charges,LAND SECURITIES PROPERTIES LTD,1071098
"£85,928.40",15/03/2011,Tribunals,TR200-Regional South,222114-Service Charges,PHOENIX BEARD,1072391
"£63,132.85",15/03/2011,Tribunals,TR200-Regional South,222114-Service Charges,NB REAL ESTATE,1072339
"£144,000.00",22/03/2011,Tribunals,TR190-Regional North,222114-Service Charges,MARDAN NORWICH LTD,19627
"£68,037.60",29/03/2011,Tribunals,TR190-Regional North,222114-Service Charges,OPTIC ASSET MANAGEMENT LTD,1074850
"£29,795.10",31/03/2011,Tribunals,TR190-Regional North,222114-Service Charges,CUSHMAN & WAKEFIELD,1075059
"£28,120.34",31/03/2011,Tribunals,TR190-Regional North,222114-Service Charges,CBRE CB RICHARD ELLIS,1075364
"£33,991.03",15/03/2011,Tribunals,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278
"£170,192.96",15/03/2011,Tribunals,TR120-Corporate,222151-Security,MITIE SECURITY LTD,1072278
"£30,122.63",04/03/2011,Tribunals,TR120-Corporate,222152-Cleaning (excl Waste Collctn),MACLELLAN INTERNATIONAL LTD,1069883
"£27,278.63",22/03/2011,Tribunals,TR120-Corporate,222152-Cleaning (excl Waste Collctn),REGENT OFFICE CARE LTD,1073809
"£916,945.76",11/03/2011,Tribunals,TR140-Finance & Resources (Estates),222171-TS PRIME FUP Costs,DEPARTMENT FOR WORK & PENSIONS (DWP),1071029
"£88,312.80",25/03/2011,Tribunals,TB140-Change Programme,222182-Mechanical & Electrical,ATOS ORIGIN IT SERVICES UK LTD,1074133
"£43,660.75",15/03/2011,Tribunals,TR200-Regional South,222185-Estate Surveying,GVA GRIMLEY LTD,1072027
"£148,487.02",22/03/2011,Tribunals,TR200-Regional South,222192-CIS Labour Mechanical & Electric,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1073651
"£82,399.20",25/03/2011,Tribunals,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482
"£70,890.60",25/03/2011,Tribunals,TR200-Regional South,222192-CIS Labour Mechanical & Electric,VISION HAMPSHIRE LTD,1074482
"£26,698.80",25/03/2011,Tribunals,TR200-Regional South,222192-CIS Labour Mechanical & Electric,POWERPERFECTOR PLC,1074429
"£48,425.04",29/03/2011,Tribunals,TR190-Regional North,222192-CIS Labour Mechanical & Electric,ANSA ELEVATORS LTD,1074623
"£90,000.00",31/03/2011,Tribunals,TR200-Regional South,222192-CIS Labour Mechanical & Electric,ISLWYN PUGH CONSTRUCTION LTD,1075083
"£66,531.38",01/03/2011,Tribunals,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1069653
"£51,080.20",11/03/2011,Tribunals,TR120-Corporate,223513-Design/Print/Reprographic Services,XEROX (UK) LTD,1071424
"£46,425.18",18/03/2011,Tribunals,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1073135
"£31,086.06",29/03/2011,Tribunals,TR120-Corporate,223513-Design/Print/Reprographic Services,HM PRISON SERVICE,1074686
"£183,662.81",15/03/2011,Tribunals,TR120-Corporate,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1072445
"£89,871.30",08/03/2011,Tribunals,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464
"£75,902.67",08/03/2011,Tribunals,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1070464
"£554,000.00",18/03/2011,Tribunals,TB140-Change Programme,223536-IT Services incl Web Hosting,DELL TECHNOLOGY & SOLUTIONS LTD,1073093
"£36,135.00",04/03/2011,Tribunals,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1069783
"£30,704.98",11/03/2011,Tribunals,TR160-Operational Support,223540-Events & Conferences,CALDER CONFERENCES LTD,1071005
"£86,166.00",08/03/2011,Tribunals,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354
"£127,539.49",08/03/2011,Tribunals,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19354
"£89,450.50",31/03/2011,Tribunals,TB140-Change Programme,532603-TA GBV Add CIS Labour Costs,REIRSE RYAN LTD,19899
"£2,106,163.55",18/03/2011,Tribunals,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1035
"£329,505.58",18/03/2011,Tribunals,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1038
"£1,463,142.37",18/03/2011,Tribunals,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1040
"£198,108.62",18/03/2011,Tribunals,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1037
"£775,036.42",18/03/2011,Tribunals,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1039
"£1,306,271.62",18/03/2011,Tribunals,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1036
"£933,411.78",25/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,221112-Property Rents - Passing Rent,DTZ DEBENHAM TIE LEUNG#530654,6291
"£7,750,000.00",31/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#ND22011221,6299
"£2,346,000.00",31/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,222118-Other Occupancy Costs,HOME OFFICE#10998051099804,6297
"£187,393.00",21/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,THE SURVIVORS TRUST#RB31110127,1044603
"£452,362.00",21/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,EAVES HOUSING FOR WOMEN#RB31110128,1044604
"£401,500.00",23/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,RAPE CRISIS (ENGLAND & WALES)#RB31110129,1044881
"£142,500.00",25/03/2011,HMCS,CZ999-South East Region,221112-Property Rents - Passing Rent,BEACHCROFT LLP#CA10810145,1540384
"£71,722.50",07/03/2011,HMCS,CZ999-South East Region,222117-Dilapidations,BARNFORD INDUSTRIES LTD#CA10810142,1515751
"£62,732.79",15/03/2011,HMCS,IZ999-RCJ Group,226306-Defence Costs Solicitor,MURRIA SOLICITORS#GB37170706,336132
"£25,509.26",23/03/2011,HMCS,AU999-National Taxing Teams,226306-Defence Costs Solicitor,B2 FROM BEACHCROFT#RM4641252676,343257
"£61,664.59",18/03/2011,HMCS,IZ999-RCJ Group,311203-Solicitors Appeals - Non Specified,WILLIAM BACHE & CO SOLICITORS#200706546-D5,340105
"£1,380,970.00",29/03/2011,HMCS,EZ999-Wales Region,532101-TA GBV- Add- L&B (exc dwlg)- FH Land,BEACHCROFT#AJ10100533,6326
"£34,428.31",25/03/2011,HMCS,BZ999-London Region,532401-TA GBV - Add- P&M- Equipment,THAMES WATER UTILITIES LTD#BA10800426,347329
"£26,382.76",31/03/2011,HMCS,FZ999-Midlands Region,532602-TA GBV - Add-  Building Works - Assets In Course of Construction,MASSHOUSE DEVELOPMENTS LTD#AJ10111840,352151
"£31,051.97",24/03/2011,HMCS,EZ999-Wales Region,610430-Rent Prepayment Control Account,BEACHCROFT#AJ10100532,6324
"£1,000,000.00",30/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CABINET OFFICE CIVIL SUPERANNUATION#AE10410073,1068
"£900,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,EAST SUSSEX PENSION FUND#AE10410077,1549494
"£300,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CHESHIRE PENSION FUND#AE10410076,1549493
"£400,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,LINCOLNSHIRE PENSION FUND#AE10410078,1549495
"£1,400,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,NOROLK PENSION FUND#AE10410075,1549492
"£600,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,BEDFORDSHIRE PENSION FUND#AE10410079,1549496
"£600,000.00",31/03/2011,HMCS,AR999-HMCS Central Budgets,734600-Prov Utilised InYr - MCC Pension,CAMBRIDGESHIRE PENSION FUND#AE10410074,1549491
