Date,Departmental Family,Entity,Expense Area,Expense Type,Supplier,Transaction Number,Vat Registration Num,Amount
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,STOKE ON TRENT PCT,HAFS-10446,,36500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,SUFFOLK PCT,HAFS-10447,,73000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,SUNDERLAND TEACHING PCT,HAFS-10448,,35900000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,SURREY PCT,HAFS-10449,,120000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,SUTTON AND MERTON PCT,HAFS-10450,,33500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,SWINDON PCT,HAFS-10451,,39000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,TAMESIDE AND GLOSSOP PCT,HAFS-10452,,31500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,TELFORD & WREKIN PCT,HAFS-10453,,20912000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,TORBAY CARE TRUST,HAFS-10454,,17500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,TOWER HAMLETS PCT,HAFS-10455,,38000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,TRAFFORD PCT,HAFS-10456,,31000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WAKEFIELD DISTRICT PCT,HAFS-10457,,52000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WALSALL TEACHING PCT,HAFS-10458,,36500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WALTHAM FOREST PCT,HAFS-10459,,31000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WANDSWORTH TEACHING PCT,HAFS-10460,,45000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WARRINGTON PCT,HAFS-10461,,22800000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WARWICKSHIRE PCT,HAFS-10462,,62000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WEST ESSEX PCT,HAFS-10463,,37000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WEST KENT PCT,HAFS-10464,,87000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WEST MIDLANDS SHA,HAFS-10465,,37000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WEST SUSSEX PCT,HAFS-10466,,107500000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WESTERN CHESHIRE PCT,HAFS-10467,,50000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WESTMINSTER PCT,HAFS-10468,,29000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WILTSHIRE PCT,HAFS-10469,,48000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WIRRAL PCT,HAFS-10470,,45250000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WOLVERHAMPTON CITY PCT,HAFS-10471,,35000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WORCESTERSHIRE PCT,HAFS-10472,,75000000
01/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,YORKSHIRE & THE HUMBER SHA,HAFS-10473,,42500000
02/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,16.27
03/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,23.99
04/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ALPINE CONSORTIUM,12746558,,24300
04/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,6275.55
04/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Storage costs,BAXTER HEALTHCARE LTD,031991421,,742038.73
04/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,261835PART PAYT,,4166666.67
04/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Stock Essential Medicines Additions,DEXCEL PHARMA LTD,0001088644,,28542.86
04/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Stock Essential Medicines Additions,DEXCEL PHARMA LTD,0001088645,,28591.42
04/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Stock Essential Medicines Additions,DEXCEL PHARMA LTD,0001090078,,40996.96
04/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Stock Essential Medicines Additions,DEXCEL PHARMA LTD,0001090079,,41193.43
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,719756,,432000
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Storage costs,EXEL EUROPE LTD,6247924,,51877.3
04/04/2011,Department of Health,Department of Health,WORKFORCE,Professional fees,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00014407,,35265.3
04/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Software/License,INTERSYSTEMS EUROPE,12764502,,28885.56
04/04/2011,Department of Health,Department of Health,SOCIAL CARE,Outsourcing Contract,ISLINGTON PCT,60002389,,56776.44
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,KINGS COLLEGE LONDON,RPI-10112144,,252329
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),4660728,,1888716
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),4660731,,2000000
04/04/2011,Department of Health,Department of Health,SOCIAL CARE,Other programme expenditure,NOTTINGHAM CITY PCT,12720943,,261115.29
04/04/2011,Department of Health,Department of Health,COMMISSIONING,Contactor/ Staff Subsitution,PRIMARY CARE COMMISSIONING CIC,0000000770,,42559.8
04/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,QI CONSULTING,12756696,,403267.5
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Secondees in invoiced costs,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,,902.19
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Secondees in invoiced costs,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,,5801.33
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Secondees in invoiced costs,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,,11377.01
04/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Secondees in invoiced costs,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,7868802,,23128.11
04/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Rates,SOUTHWARK LONDON BOROUGH COUNCIL,NN2556008000000108/03/11,,493770
04/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Outsourcing Contract,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,0000190827,,109811.36
04/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Rates,WESTMINSTER CITY COUNCIL,40087182615/03/11,,448470
05/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ALPINE CONSORTIUM,12707088,,22113
05/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,3639.36
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Professional fees,BIG WHITE WALL LTD,0929,,156000
05/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Secondees in invoiced costs,BIRMINGHAM UNIVERSITY OF,200/96346,,3272.74
05/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Secondees in invoiced costs,BIRMINGHAM UNIVERSITY OF,200/96346,,22960.61
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,BRADFORD DISTRICT CARE TRUST,177341,,141194.89
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,BURY PCT,INV0000016410,,123933.2
05/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CABLE & WIRELESS UK,12764557,,34664.06
05/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CABLE & WIRELESS UK,12764562,,93329.91
05/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CABLE & WIRELESS UK,12764556,,186244.85
05/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,CABLE & WIRELESS UK,12776839,,30355.56
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Grants to non profit institutions (CUR),COMMONWEALTH SECRETARIAT,ERS-429848-44581,,50000
05/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Software/License,COMPUTACENTER UK LTD,12775208,,73944
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Addition Clearing - OLB,CROWN FLOORING LTD,L1492,,82468.56
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Contactor/ Staff Subsitution,CSC COMPUTER SCIENCES LTD,5201231374,,33809
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Rent of Land & Buildings (non-PFI operating lease),DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,,527542.36
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Utilities,DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,,-126010.56
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Utilities,DEPARTMENT FOR WORK AND PENSIONS (DWP),5023918,,228520.9
05/04/2011,Department of Health,Department of Health,CHIEF NURSING OFFICER,Other programme expenditure,EAST OF ENGLAND SHA,9203000,,40000
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Professional fees,ECOTEC RESEARCH AND CONSULTING LTD,INV09897,,66000
05/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Hardware Purch,EUROPEAN ELECTRONIQUE LTD,12626450,,219691.2
05/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Software/License,EUROPEAN ELECTRONIQUE LTD,12626450,,24272.4
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592255,,102040
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Storage costs,HEALTH PROTECTION AGENCY (HPA),5304905,,117240
05/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Outsourcing Contract,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0705,,684780.57
05/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Outsourcing Contract,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP (HQIP),S0704,,1366042.54
05/04/2011,Department of Health,Department of Health,INFORMATICS,Meeting expense/Room Hire,INTERNATIONAL HEALTH TERMINOLOGY STANDARDS DEVELOPMENT ORGANISATION,12775171,,1027253
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,KENT COUNTY COUNCIL,2009686,,31676.25
05/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Secondees in invoiced costs,LONDON SHA,19522606,,38066.44
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Consultancy/Professional Advice,MANCHESTER UNIVERSITY OF,15037574,,41385.69
05/04/2011,Department of Health,Department of Health,COMMISSIONING,Other programme expenditure,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,MON131,,18152.75
05/04/2011,Department of Health,Department of Health,COMMISSIONING,Other programme expenditure,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,MON131,,52969.38
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Outsourcing Contract,NHS SHARED BUSINESS SERVICES (SBS),100003148,,48090
05/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Outsourcing Contract,NHS SHARED BUSINESS SERVICES (SBS),100003148,,71219
05/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Research & development,PGO FOREIGN CURRENCY PAYMENTS,1042510950DIYTLU,,44301.66
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Outsourcing Contract,ROYAL COLLEGE OF GENERAL PRACTITIONERS RCGP,INVGEN-004033,,39133.51
05/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Maintenance,SIEMENS PLC,12756647,,40410.96
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Contactor/ Staff Subsitution,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0059447,,42788
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Contactor/ Staff Subsitution,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,M0059446,,124588.43
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Research & development,TNS UK LTD,131429,,68076
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Research & development,UNIVERSITY COLLEGE LONDON (UCL),96817,,43631
05/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Revenue Grants to Other Bodies,WEST MIDLANDS AMBULANCE SERVICE NHS TRUST,Y0001351,,659205.5
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,WESTERN CHESHIRE PCT,8262769,,624897.71
05/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,WINCHESTER & EASTLEIGH HEALTHCARE NHS TRUST,7618098,,105203.99
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),ATTEND,ERS-429882-44601,,272302
06/04/2011,Department of Health,Department of Health,More than one directorate,Expense clearing GPC (ST),BARCLAYCARD BUSINESS,1939001-18-APR-11,,3987.84
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-429908-44623,,100000
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,BIRMINGHAM UNIVERSITY OF,ERS-429908-44623,,125000
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-429909-44624,,125000
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,BRISTOL UNIVERSITY OF,ERS-429909-44624,,200000
06/04/2011,Department of Health,Department of Health,POLICY & STRATEGY,Admin Revenue Grant-in-Aid,CARE QUALITY COMMISSION (CQC),FUNDING APRIL 2011,,8000000
06/04/2011,Department of Health,Department of Health,COMMUNICATIONS,Publicity & advertising,CENTRAL OFFICE OF INFORMATION (COI),734088,,77203
06/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Consultancy Other: not VAT recoverable,CENTRAL OFFICE OF INFORMATION (COI),731634,,137.05
06/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Secondees in invoiced costs,CENTRAL OFFICE OF INFORMATION (COI),731634,,29736
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),CHURCHES TOGETHER IN ENGLAND,ERS-429884-44602,,62669
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),CRISIS DEPOSIT ACCOUNT,ERS-429886-44603,,71143
06/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Other programme expenditure,EXERCISE MOVEMENT AND DANCE PARTNERSHIP LTD,DH110301,,31500
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,EXETER UNIVERSITY OF,ERS-429910-44625,,163843
06/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Travel & subsistence staff,FCM TRAVEL SOLUTIONS,1049603740,,94003.59
06/04/2011,Department of Health,Department of Health,COMMISSIONING,Other programme expenditure,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592282,,667000
06/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Rent of Land & Buildings (non-PFI operating lease),HM REVENUE AND CUSTOMS (HMRC),18000028612010,,60211.42
06/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Utilities,HM REVENUE AND CUSTOMS (HMRC),18000028612010,,65735.6
06/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Outsourcing Contract,IMPERIAL COLLEGE LONDON,10082422,,135820.05
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE LONDON,ERS-429912-44627,,100000
06/04/2011,Department of Health,Department of Health,INFORMATICS,Computer Software/License,INSIGHT DIRECT (UK) LTD,12775200,,39902.4
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Other programme expenditure,LANCASHIRE COUNTY COUNCIL,4600019250,,50000
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,LEICESTER UNIVERSITY OF,ERS-429913-44628,,75000
06/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Rent of Land & Buildings (non-PFI operating lease),LONDON AND REGIONAL PROPERTIES LTD,5491858260-25/03/11/ IW1440,,1304183.25
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-429915-44626,,75000
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),MIND,ERS-429887-44604,,244000
06/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),5581179,,189391.68
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,NEWCASTLE UNIVERSITY,ERS-429917-44630,,125000
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-429918-44621,,60711.5
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-429919-44631,,114644
06/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-429919-44631,,162500
