F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Children's Services,,Invoice,Premises,25/06/2015,AMCO ENGINEERING,Revenue,1KKU6,Ouseburn Barrage Maintenance,716.56,6621083
Environment & Regeneration,,E&R - Technical Consultancy,Premises,25/06/2015,AMCO ENGINEERING,Revenue,1KKU6,Ouseburn Barrage Maintenance,716.56,6607025
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,11/06/2015,AMEC FOSTER WHEELER,Capital,2N401,Capital General,2900,6606864
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,25/06/2015,AMEC FOSTER WHEELER,Capital,2N401,Capital General,500,6612734
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,ANCHOR TRUST,Revenue,1MX51,SP VP Block Subsidy,815.48,6607189
Environment & Regeneration,,NS: Asset Man,Premises,09/06/2015,ANDTECH SYSTEMS,Revenue,1KKY2,Allendale Accomodation,1295,6602158
Chief Executive's,,CD - IT Mgmt & Networks,Supplies & Services,08/06/2015,ANTALIS MCNAUGHTON LTD,Revenue,1CP17,Digital Printing,1704.3,6603455
Chief Executive's,,CD - Accountancy,Supplies & Services,05/06/2015,AON HEWITT LIMITED,Revenue,1FF51,Finance,1545,6602295
Environment & Regeneration,,Cityworks Rangers,Supplies & Services,10/06/2015,APEX RADIO SYSTEMS LTD,Revenue,1KL6M,Ouseburn Park,1098.99,6606284
Adult and Culture,,Library Admin,Supplies & Services,42165,APPLIED COMICS ETC,Revenue,1EJ20,City Library Premises,720,6595038
Children's Services,,West Riverside S/Start,Supplies & Services,18/06/2015,AQUAID NORTH,Revenue,1EEG1,W River CC Central Costs,516.8,6613808
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,26/06/2015,ARBORICULTURAL ASSOCIATION,Revenue,1KEHA,Arbor Team,550,6623080
Chief Executive's,,CD - Communities,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,Revenue,1KN53,Westerhope Ward,252,6614146
Chief Executive's,,CD - Communities,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,Revenue,1KN32,Kenton Ward,300,6614148
Chief Executive's,,CD - Communities,Supplies & Services,18/06/2015,AREEEBA DISTRIBUTION,Revenue,1KN32,Kenton Ward,300,6614149
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,05/06/2015,AREEEBA DISTRIBUTION,Capital,2DP02,Devt Capital CC,810,6602092
Adult and Culture,,Adult Serv Finance,Third Party Payments,42177,ARK HOUSE TREATMENT CENTRE,Revenue,1MP27,DAT Residential Rehab,326.29,6616490
Environment & Regeneration,,Highways,Supplies & Services,11/06/2015,ARMCON LTD,Revenue,1KEMC,Highways,2731.95,6607272
Environment & Regeneration,,Highways,Supplies & Services,11/06/2015,ARMCON LTD,Revenue,1KEMC,Highways,1514.81,6607273
Environment & Regeneration,,Fleet Management System,Supplies & Services,02/06/2015,ARNOLD CLARK,Revenue,3KES1,Fleetmaster Stores Account,372.41,6584201
Environment & Regeneration,,Fleet Management System,Supplies & Services,09/06/2015,ARNOLD CLARK,Revenue,1KESH,Light Workshop Routine Repair,394.49,6604209
Environment & Regeneration,,Fleet Management System,Supplies & Services,25/06/2015,ARNOLD CLARK,Revenue,3KES1,Fleetmaster Stores Account,426.31,6604168
Environment & Regeneration,,Fleet Management System,Supplies & Services,18/06/2015,ARNOLD CLARK,Revenue,1KESY,Fleet Services Hire office,364,6594813
Environment & Regeneration,,E&R Parking Services,Transport,16/06/2015,ARRIVA NORTH EAST,Revenue,1V301,Travel office Travel Passes,1770,6600519
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,ARTEMIS SUPPORT,Revenue,1MC02,Ind Sector Placements,11600,6599058
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,ARTEMIS SUPPORT,Revenue,1MC02,Ind Sector Placements,11600,6624178
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,ARTEMIS SUPPORT LTD,Revenue,1MG50,Home Care-Spot Purchased OP,9735.67,6604333
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,ARTEMIS SUPPORT LTD,Revenue,1MM50,Home Care MH,94.96,6604333
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA PHARMACY,Revenue,1ML09,PH - Drugs and alcohol,105,6610187
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA PHARMACY,Revenue,1ML10,PH - Sexual health -C'ception,883.98,6610187
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA STORES LIMITED,Revenue,1MM10,Nursing Care MH,36.4,6610184
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA STORES LIMITED,Revenue,1ML09,PH - Drugs and alcohol,105,6610184
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA STORES LIMITED,Revenue,1ML11,PH - Smoking & Tobacco,240.57,6610184
Adult and Culture,,Social Services,Third Party Payments,42172,ASDA STORES LIMITED,Revenue,1ML10,PH - Sexual health -C'ception,488.7,6610184
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,15/06/2015,ASHBURTON RESIDENTS ASSOCIATION,Revenue,1KN43,West Gosforth Ward,1275,6609754
Adult and Culture,,Social Services,Third Party Payments,42170,ASHCHEM CHEMISTS,Revenue,1ML09,PH - Drugs and alcohol,175,6609773
Adult and Culture,,Social Services,Third Party Payments,42170,ASHCHEM CHEMISTS,Revenue,1ML11,PH - Smoking & Tobacco,248.59,6609773
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,ASHFIELD COURT,Revenue,1MG20,Residential Care OP,-1165.52,6611160
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,ASHFIELD COURT,Revenue,1MG20,Residential Care OP,7318.92,6611160
Chief Executive's,,CD - Safe Newcastle Unit,Supplies & Services,11/06/2015,ASHTEAD PLANT HIRE CO LTD,Revenue,1VP49,"CCTV - Corp, Maint & Invest",525,6601204
Adult and Culture,,Libraries/Galaxy Payments,Supplies & Services,42167,ASKEWS LIBRARY SERVICES LTD,Revenue,1EJ13,Stock Services,409.5,6601915
Adult and Culture,,Libraries/Galaxy Payments,Supplies & Services,42179,ASKEWS LIBRARY SERVICES LTD,Revenue,1EJ13,Stock Services,335.72,6612885
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,ASPINDEN WOOD CENTRE,Revenue,1MM20,Residential Care MH,-495.8,6598883
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,ASPINDEN WOOD CENTRE,Revenue,1MM20,Residential Care MH,-495.8,6625165
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,ASPINDEN WOOD CENTRE,Revenue,1MM20,Residential Care MH,2760,6598883
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,ASPINDEN WOOD CENTRE,Revenue,1MM20,Residential Care MH,2760,6625165
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,Revenue,1MH50,Home Care PD,16313.08,6604381
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,Revenue,1MH50,Home Care PD,2501.32,6604382
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,ASPIRATIONS CARE LTD,Revenue,1MH50,Home Care PD,9952.12,6604383
Chief Executive's,,CD - Economic Development,Support Services,12/06/2015,ASSOCIATION OF NORTH EAST COUNCILS,Revenue,1VP15,Housing Retrofit Project,4921.1,6608000
Adult and Culture,,Social Services,Supplies & Services,42156,AT HOME IN THE COMMUNITY LTD,Revenue,3WJ01,Service Users Funds,1821.6,6597179
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",01/06/2015,AT HOME IN THE COMMUNITY LTD,Revenue,1MK50,Supported Living LD,-17.75,6556273
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",01/06/2015,AT HOME IN THE COMMUNITY LTD,Revenue,1MK50,Supported Living LD,-17.75,6557449
Adult and Culture,,Social Services-Carefirst,Third Party Payments,01/06/2015,AT HOME IN THE COMMUNITY LTD,Revenue,1MK50,Supported Living LD,702.32,6556273
Adult and Culture,,Social Services-Carefirst,Third Party Payments,01/06/2015,AT HOME IN THE COMMUNITY LTD,Revenue,1MK50,Supported Living LD,702.32,6557449
Environment & Regeneration,,NS: Admin & Finance,Capital Expenditure,26/06/2015,ATKINS LTD,Capital,2FT14,Property Services,10771.5,6623100
Environment & Regeneration,,NS: Admin & Finance,Supplies & Services,17/06/2015,ATKINS LTD,Revenue,1KL0D,Asset Transfer Procurement,2800,6612936
Children's Services,,Comm Hub,Premises,25/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,Revenue,1E31G,BSF Phase 1,74635.34,6606474
Children's Services,,Comm Hub,Supplies & Services,11/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,Revenue,1E31G,BSF Phase 1,1007.06,6586666
Children's Services,,Comm Hub,Supplies & Services,25/06/2015,AURA (NEWCASTLE) PROJECT COMPANY LTD,Revenue,1E31G,BSF Phase 1,1044799.53,6606474
Children's Services,,Comm Hub,Premises,26/06/2015,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,Revenue,1E31H,BSF Phase 2,40582.99,6611268
Children's Services,,Comm Hub,Supplies & Services,26/06/2015,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,Revenue,1E31H,BSF Phase 2,782553.54,6611268
Children's Services,,Comm Hub,Capital Expenditure,15/06/2015,AURA NEWCASTLE LTD,Capital,2EBP2,BSF ICT Phase Two,5056.25,6609382
Children's Services,,Comm Hub,Capital Expenditure,15/06/2015,AURA NEWCASTLE LTD,Capital,2EBP2,BSF ICT Phase Two,3993.75,6609386
Children's Services,,Raising Stnds,Supplies & Services,18/06/2015,AURA NEWCASTLE LTD,Revenue,1E85T,School Trust Costs,750,6613819
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,-315.2,6625213
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,-315.2,6625214
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,-315.2,6625215
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AUTISM INITIATIVES,Revenue,1MK50,Supported Living LD,18077.36,6604297
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,6107.52,6625213
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,6107.52,6625214
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,AUTISM INITIATIVES,Revenue,1MK20,Residential Care LD,6107.52,6625215
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,AUTISM NORTH - EASTCLIFFE,Revenue,1MK20,Residential Care LD,3811.28,6598845
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,AUTISM NORTH - EASTCLIFFE,Revenue,1MK50,Supported Living LD,5716.92,6598845
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,AUTISM NORTH - EASTCLIFFE,Revenue,1MK20,Residential Care LD,3811.28,6625138
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,AUTISM NORTH - EASTCLIFFE,Revenue,1MK50,Supported Living LD,5716.92,6625138
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,18/06/2015,AUTOMATICA LTD,Capital,2DP02,Devt Capital CC,1000,6557230
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,18/06/2015,AUTOMATICA LTD,Capital,2DP02,Devt Capital CC,1000,6608218
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,18/06/2015,AUTOMATICA LTD,Capital,2DP02,Devt Capital CC,1080.51,6613679
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,AVENUE COMMUNITY NH LTD,Revenue,1MM10,Nursing Care MH,2075.72,6611183
Adult and Culture,,Library Admin,Supplies & Services,42180,AXIELL LTD,Revenue,1EJ12,ICT,12303.56,6621874
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",09/06/2015,AZURE,Revenue,1MK50,Supported Living LD,-3045.64,6604296
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK50,Supported Living LD,49537.32,6604296
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MM50,Home Care MH,700.08,6604484
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,1254.24,6604485
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,1599.84,6604487
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,4751.04,6604488
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,1018.08,6604489
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,339.36,6604490
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,387.84,6604491
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,484.8,6604492
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,775.68,6604493
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,606,6604494
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,484.8,6604496
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,387.84,6604499
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,484.8,6604501
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,387.84,6604502
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,581.76,6604504
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,339.36,6604506
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,993.6,6604507
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,606,6604508
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,290.88,6604509
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,1236.24,6604510
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,715.08,6604512
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,387.84,6604513
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,351.48,6604515
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK55,Home Care Family/Carer LD,339.36,6604516
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MM50,Home Care MH,290.88,6604518
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MM50,Home Care MH,545.36,6604519
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MM50,Home Care MH,702.96,6604520
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,AZURE,Revenue,1MK51,Home Care LD,484.8,6604521
Chief Executive's,,Utilities - NCC,Premises,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KKX1,Civic Centre Direct Costs,24.31,6606062
Chief Executive's,,Utilities - NCC,Premises,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DV06,Great North Road,15.67,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1CC24,Telecoms,183.15,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1CC53,Shields Road CSC,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1CM00,IT Management & Admin,81.21,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DE46,i2- Byker NEC,74.09,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DE48,i8 - Lynwood NEC,49.48,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DE49,i4- Quayside NEC,88.24,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DE50,i6- Charlotte Square NEC,284.78,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DF10,Theatre Royal Contribution,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1DR03,Grainger Market,23.58,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1EA06,Westgate ASB,43.6,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1EEG1,W River CC Central Costs,12.18,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1EJ01,Administration,114.84,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1EM10,Youth offending Team,106.14,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1FA53,Reg of Births Deaths & Margs,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1FC40,Cee Central Team,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1HP01,Comm. Centres - Citywide,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KBAA,Building Contracts,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KE21,Brunswick Recycling Centre,13.4,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KE23,Sandhills,35.37,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KE27,Bereavement Services Overhead,101.98,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KELA,Traffic Sig General O/H,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KEND,Fleet Fuel Account,47.16,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KEWB,Newington Road West Depot,125.66,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KEWC,Condercum Road Depot,11.79,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KF08,Gosforth Civic Hall,66.31,6606062
Chief Executive's,,Utilities - NCC,Supplies & Services,10/06/2015,AZZURRI COMMUNICATIONS LTD,Revenue,1KKX1,Civic Centre Direct Costs,118.07,6606062
