Address,Case Date,Case Reference,Case Text,Classification,Codetext,Decision,Decision Date,Decision Target Date,Geo X,Public Consultation End Date,Public Consultation Start Date,Service Type,Ward,Appeal Decision Date,Decision Notice Date,Decision Type,Geo Y,Status
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 4ED,,,,,,,,,,,,,,,,
425518,28/04/2017,"""",414808,38,DEL,14/04/2017,,18/04/2017,19/04/2017,,,38,,,,5,,38
"""Fairfield",03/03/2017,17/00274/HSE,Alteration from flat roof to pitched roof on existing single storey rear extension,Q21,,,,,,,,HSE,,,,,,
,,90 Pinnar Lane,,,,,,,,,,,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9QH,,,,,,,,,,,,,,,,
423946,22/05/2017,"""",410986,1,DEL,05/05/2017,11/04/2017,19/05/2017,19/05/2017,,,1,,,,16,,1
"""8 Hullen Edge Gardens",08/03/2017,17/00306/HSE,Demolition of existing single storey side extension to facilitate single storey rear extension and two storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX5 0QR,,,,,,,,,,,,,,,,
420638,03/05/2017,"""",409841,1,COMM,07/06/2017,31/05/2017,13/06/2017,15/06/2017,,,1,,,,3,,1
"""Unit 1",19/10/2016,16/01370/COU,Change of use from B8 (Storage and distribution)  to mixed use A1 (Hairdressers) & Sui Generis (Beauty Parlour or Salon),Q20,,,,,,,,COU,,,,,,
,,Slitheroe Works,,,,,,,,,,,,,,,,
,,Oldham Road,,,,,,,,,,,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 4EW,,,,,,,,,,,,,,,,
418755,29/12/2016,"""",403466,1,DEL,09/01/2017,15/11/2016,06/01/2017,06/01/2017,,,1,,,,12,,1
"""116 Oak Avenue",19/10/2016,16/01371/HSE,Single storey extension to side,Q21,,,,,,,,HSE,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,OL14 5PD,,,,,,,,,,,,,,,,
425083,19/12/2016,"""",393350,1,DEL,25/11/2016,31/10/2016,19/12/2016,19/12/2016,,,1,,,,15,,1
"""Lower Burnt Moor Farm Barn Off",21/10/2016,16/40014/AGR,Vacant agricultural barn,,,,,,,,,AGR,,,,,,
,,Wicking Lane,,,,,,,,,,,,,,,,
,,Soyland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
421694,,"""",402504,APPRET,,,,,,,,,,,,12,,
"""Land West Of 95",24/10/2016,16/20205/TPO,Remove trees within 500mm of the retaining wall,TNO,,,,,,,,TPO,,,,,,
,,Oxford Lane,,,,,,,,,,,,,,,,
,,Siddal,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423317,19/12/2016,"""",410019,14,DEL,29/11/2016,04/11/2016,08/12/2016,08/12/2016,,,14,,,,16,,14
"alteration and change of use of Illingworth Gaol & stocks and the adjoining former co-operative shop to form an Educational Heritage Centre""",28/10/2016,16/01410/COU,"""Repair",Q20,,,,,,,,COU,,,,,,
,,121 Keighley Road,,,,,,,,,,,,,,,,
,,Illingworth,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
428395,04/01/2017,"""",407078,1,DEL,29/12/2016,,04/01/2017,04/01/2017,,,1,,,,6,,1
"alteration and change of use of Illingworth Gaol & stocks and the adjoining former co-operative shop to form an Educational Heritage Centre (Listed Building Consent)""",28/10/2016,16/01411/LBC,"""Repair",Q23,,,,,,,,LBC,,,,,,
,,121 Keighley Road,,,,,,,,,,,,,,,,
,,Illingworth,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
428395,04/01/2017,"""",407078,3,DEL,23/12/2016,,04/01/2017,04/01/2017,,,3,,,,6,,3
"""28 Newton Park",28/10/2016,16/01413/HSE,Single storey extension to the North elevation.,Q21,,,,,,,,HSE,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 2LW,,,,,,,,,,,,,,,,
424528,23/12/2016,"""",413599,1,DEL,02/12/2016,09/11/2016,16/12/2016,16/12/2016,,,1,,,,5,,1
"""Land Off",08/03/2017,17/20039/TPO,Prune one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Farrar Mill Lane,,,,,,,,,,,,,,,,
,,Salterhebble,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423389,03/05/2017,"""",409803,4,DEL,21/04/2017,28/03/2017,25/04/2017,25/04/2017,,,4,,,,16,,4
"""6 Garnet Street",30/03/2017,16/01496/DISC1,Submission of information to Discharge Conditions on application 16/01496 - conditions 1 and 2,DISC,,,,,,,,DISC1,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 6AL,,,,,,,,,,,,,,,,
427245,25/05/2017,"""",399087,PCOMP,,,,26/05/2017,26/05/2017,,,PCOMP,,,,2,,
"""12 Green Park Avenue",30/03/2017,17/00422/HSE,Removal of existing conservatory and new two storey rear extension,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0SR,,,,,,,,,,,,,,,,
422898,19/06/2017,"""",409433,1,DEL,09/06/2017,10/05/2017,13/06/2017,13/06/2017,,,1,,,,13,,1
"""33 And 35 Halifax Road",20/03/2017,17/20045/TPO,Prune trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 2AA,,,,,,,,,,,,,,,,
423033,15/05/2017,"""",414139,4,DEL,28/04/2017,05/04/2017,08/05/2017,08/05/2017,,,4,,,,1,,4
"""Winterburn Hill Barn",05/04/2017,17/00421/HSE,Conversion and extension of existing stable block to create single storey and two storey extension to dwelling,Q21,,,,,,,,HSE,,,,,,
,,Winterburn Lane,,,,,,,,,,,,,,,,
,,Warley,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7SH,,,,,,,,,,,,,,,,
424749,27/06/2017,"""",405289,PCO,,21/06/2017,16/05/2017,,,,,,,,,7,,
"""16 Well Royd Avenue",23/03/2017,17/00446/FUL,Detached dwelling,Q13,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0LN,,,,,,,,,,,,,,,,
425347,18/05/2017,"""",406461,PCO,,05/05/2017,10/04/2017,,,,,,,,,17,,
"""36 Carr Field Drive",20/03/2017,17/20047/TPO,Fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Luddenden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6RJ,,,,,,,,,,,,,,,,
425916,15/05/2017,"""",404035,14,DEL,10/05/2017,06/04/2017,11/05/2017,11/05/2017,,,14,,,,7,,14
"""Land Adjacent To 6",06/04/2017,17/00458/FUL,Dwelling,Q13,,,,,,,,FUL,,,,,,
,,Lea Close,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423626,02/06/2017,"""",414255,1,DEL,17/05/2017,26/04/2017,02/06/2017,02/06/2017,,,1,,,,1,,1
"""1 The Crescent",05/04/2017,17/00405/HSE,Conservatory to rear,Q21,,,,,,,,HSE,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9NX,,,,,,,,,,,,,,,,
424676,31/05/2017,"""",410573,1,DEL,19/05/2017,26/04/2017,31/05/2017,31/05/2017,,,1,,,,16,,1
"""157 Huddersfield Road",07/04/2017,17/00431/HSE,Balcony to rear,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 0AH,,,,,,,,,,,,,,,,
423700,05/07/2017,"""",409450,11,DEL,23/06/2017,24/05/2017,11/07/2017,11/07/2017,,,11,,,,13,,11
2,20/04/2017,10/01400/DISC7,"""Submission of information to Discharge Conditions on application 10/01400 - conditions 1",,5,,,,,"""Gannex Mill","27""",DISC7,,24,23,14,7,4
,,Dewsbury Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
420830,,"""",411338,APPRET,,,,,,,,,,,,3,,
"""11 Clover Hill Road",29/03/2017,17/22022/TCA,Fell one tree and prune one tree,TCA,,,,,,,,TCA,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2YH,,,,,,,,,,,,,,,,
424133,10/05/2017,"""",408820,40,DEL,15/05/2017,,08/05/2017,08/05/2017,,,40,,,,13,,40
"""Hill House Cottage",26/04/2017,17/00542/LBC,Installation of solar panels to East elevation (Application to regularise works already carried out) (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Raw Lane,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 5RF,,,,,,,,,,,,,,,,
426696,25/07/2017,"""",401176,3,DEL,19/07/2017,08/06/2017,25/07/2017,25/07/2017,,,3,,,,7,,3
"""Woodland On Riverbank Adjacent To",06/04/2017,17/20056/TPO,Prune two trees and fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,18 Tufters Fold,,,,,,,,,,,,,,,,
,,Bailiff Bridge,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425410,01/06/2017,"""",414603,4,DEL,24/05/2017,26/04/2017,30/05/2017,30/05/2017,,,4,,,,5,,4
"""Bearnshaw Tower Farm",26/04/2017,17/00549/FUL,Conversion and alterations to existing building to form two dwellings,Q13,,,,,,,,FUL,,,,,,
,,Carr Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 7ES,,,,,,,,,,,,,,,,
425807,21/06/2017,"""",390495,PCO,,09/06/2017,12/05/2017,,,,,,,,,15,,
"""2 Burlees Lane",19/04/2017,02/01648/DEVAC,Submission of information for the Local Planning Authority to consider if the development is acceptable,,,,,,,,,DEVAC,,,,,,
,,Wadsworth,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8PR,,,,,,,,,,,,,,,,
427080,14/06/2017,"""",400306,REPLY,DEL,,,18/07/2017,18/07/2017,,,REPLY,,,,2,,
"""2 Danebury Road",03/05/2017,17/00544/FUL,Detached dormer bungalow,Q18,,,,,,,,FUL,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 3TD,,,,,,,,,,,,,,,,
422092,13/07/2017,"""",414959,1,DEL,27/07/2017,26/05/2017,01/08/2017,01/08/2017,,,1,,,,11,,1
taxi and private hire office,28/04/2017,17/00552/COU,"""Change of use to part of the property for office space",Q20,,,,,,,,COU,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3UF,,,,,,,,,,,,,,,,
424609,21/07/2017,"""",407558,1,DEL,12/07/2017,07/06/2017,21/07/2017,21/07/2017,,,1,,,,10,,1
4,04/05/2017,16/01169/DISC1,"""Submission of details to comply with conditions to permission 16/01169. Nos 3",DISC,,,,,,,,DISC1,,,,,,
,,Ferney Lee Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 5NR,,,,,,,,,,,,,,,,
424960,29/06/2017,"""",393384,PCO,,01/06/2017,,,,,,,,,,15,,
two  hanging signs and five various non illuminated signs,09/03/2017,17/10008/ADV,"""Replacement of the existing 'HSBC' signage with 'HSBC UK' equivalents two fascia signs",Q22,,,,,,,,ADV,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 1AR,,,,,,,,,,,,,,,,
422787,04/05/2017,"""",414534,4,DEL,21/04/2017,,18/04/2017,18/04/2017,,,4,,,,1,,4
"""54 Castle Hill",04/04/2017,17/00445/LBC,Proposed repair works to stone work to front elevation (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Towngate,,,,,,,,,,,,,,,,
,,Sowerby,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 1JD,,,,,,,,,,,,,,,,
423282,30/05/2017,"""",403992,PCO,,16/06/2017,,,,,,,,,,12,,
"""3 Free School Lane",13/03/2017,17/00326/HSE,Change Cart Arch doors to Glazed frame with door,,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2PR,,,,,,,,,,,,,,,,
424062,,"""",409273,APPRET,,,,,,,,,,,,13,,
"""369 Skircoat Green Road",16/03/2017,17/00338/FUL,Two and a half storey side and rear extensions to create a ground floor commercial unit (A2 use) and a first floor apartment,Q18,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0RP,,,,,,,,,,,,,,,,
422915,16/05/2017,"""",409166,11,DEL,01/05/2017,03/04/2017,16/05/2017,16/05/2017,,,11,,,,13,,11
"""Land South Of Edgerton House",16/03/2017,17/00251/FUL,Construction of shelter/safezone (retrospective),Q18,,,,,,,,FUL,,,,,,
,,Hey Lane,,,,,,,,,,,,,,,,
,,Outlane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
416845,07/06/2017,"""",406093,1,DEL,25/06/2017,,02/06/2017,02/06/2017,,,1,,,,12,,1
"""Office Suite D07",12/04/2017,17/00482/COU,Change of use of  vacant office (B1) to an Auction Room (A1 Sui Generis),Q20,,,,,,,,COU,,,,,,
,,D Mill,,,,,,,,,,,,,,,,
,,Dean Clough,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 5AX,,,,,,,,,,,,,,,,
425759,08/06/2017,"""",409124,1,DEL,16/06/2017,,02/06/2017,02/06/2017,,,1,,,,16,,1
"""Junction Of Battinson Road And",11/04/2017,16/00989/NMA,Non material amendment to application 16/00989 -  Increasing the size of the building,NMA,,,,,,,,NMA,,,,,,
,,Queens Road,,,,,,,,,,,,,,,,
,,King Cross,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425511,02/05/2017,"""",407918,NMAA,DEL,27/04/2017,,13/06/2017,13/06/2017,,,NMAA,,,,10,,
,19/04/2017,17/00513/HSE,"""Single storey rear extension and dormers to front and rear",Q21,,,,,,,,HSE,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 4TG,,,,,,,,,,,,,,,,
425237,04/07/2017,"""",407301,1,DEL,13/06/2017,23/05/2017,03/07/2017,03/07/2017,,,1,,,,17,,1
"""11 Willowfield View",10/04/2017,17/00504/HSE,Single storey rear extension,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX2 7LR,,,,,,,,,,,,,,,,
424828,05/06/2017,"""",406708,1,DEL,19/05/2017,28/04/2017,05/06/2017,05/06/2017,,,1,,,,17,,1
"""31 Hoults Lane",11/04/2017,17/00515/192,Extension to existing conservatory (Lawful development certificate),Q26,,,,,,,,192,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 8HW,,,,,,,,,,,,,,,,
421505,29/06/2017,"""",409184,36,DEL,09/06/2017,,28/06/2017,28/06/2017,,,36,,,,4,,36
2,02/11/2016,13/01406/DISC1,"""Submission of information to Discharge Conditions on application 13/01406 - condition 1",DISC,,,,,,,,DISC1,,,,,,
,,49 Wakefield Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 2AZ,,,,,,,,,,,,,,,,
423814,28/12/2016,"""",406978,PCOMP,,,,07/12/2016,07/12/2016,,,PCOMP,,,,14,,
2,02/11/2016,15/00039/DISC1,"""Submission of information to Discharge Conditions on application 15/00039 - Conditions 1",DISC,5,,,,,,,DISC1,,,,,,4
,,49 Wakefield Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 2AZ,,,,,,,,,,,,,,,,
423814,28/12/2016,"""",406978,PCOMP,,28/11/2016,,31/03/2017,31/03/2017,,,PCOMP,,,,14,,
"""Simm Carr",15/11/2016,16/01473/HSE,Sun room extension to rear (south east) elevation,Q21,,,,,,,,HSE,,,,,,
,,4 Simm Carr Lane,,,,,,,,,,,,,,,,
,,Shibden,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7UL,,,,,,,,,,,,,,,,
427696,23/01/2017,"""",409780,16,DEL,29/12/2016,07/12/2016,20/01/2017,25/01/2017,,,16,,,,8,,16
"""2 Forest Hill Gardens",15/11/2016,16/01477/HSE,Porch to front elevation,Q21,,,,,,,,HSE,,,,,,
,,Outlane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD3 3GA,,,,,,,,,,,,,,,,
417830,11/01/2017,"""",408260,1,DEL,15/12/2016,24/11/2016,29/12/2016,29/12/2016,,,1,,,,4,,1
"""Marshaw Bank Farm Barn",22/11/2016,16/01512/FUL,Alterations to existing garage to provide new pitched roof and form 1 bedroom holiday cottage in new roof space over garage.,Q18,,,,,,,,FUL,,,,,,
,,Four Gates End,,,,,,,,,,,,,,,,
,,Cragg Vale,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5TG,,,,,,,,,,,,,,,,
423295,02/02/2017,"""",400221,16,DEL,10/01/2017,20/12/2016,14/03/2017,14/03/2017,,,16,,,,7,,16
"""89 Dewsbury Road",22/11/2016,16/01518/REM,Removal of condition 5 on application 03/00989/FUL (To split garage into storage and a snug room),Q18,,,,,,,,REM,,,,,,
,,Rastrick,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3QE,,,,,,,,,,,,,,,,
420744,17/01/2017,"""",412782,1,DEL,30/12/2016,,17/01/2017,17/01/2017,,,1,,,,3,,1
"""3 Carlton Street",23/11/2016,16/01520/FUL,Front and rear dormers,Q18,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2AL,,,,,,,,,,,,,,,,
424904,08/03/2017,"""",409076,11,DEL,17/02/2017,,27/02/2017,27/02/2017,,,11,,,,16,,11
extending out by 5m,29/11/2016,16/42048/42DAYS,"""Prior approval application for proposed single storey extension to rear",,"""11 West Royd Close",,,,,,,42DAYS,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3LT,,,,,,,,,,,,,,,,
424516,03/01/2017,"""",408096,18,,29/12/2016,06/12/2016,04/01/2017,04/01/2017,,,18,,,,10,,18
"""Heath House Surgery",05/12/2016,16/10045/ADV,Three advertisement signs (Advertisement Consent),Q22,,,,,,,,ADV,,,,,,
,,Free School Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2PS,,,,,,,,,,,,,,,,
424014,10/02/2017,"""",409179,4,DEL,27/01/2017,,09/02/2017,09/02/2017,,,4,,,,13,,4
"""Land Between 36 And 43",10/04/2017,17/00438/FUL,Detached dwelling,Q13,,,,,,,,FUL,,,,,,
,,Keighley Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
429597,30/06/2017,"""",399768,1,DEL,17/07/2017,19/05/2017,26/07/2017,26/07/2017,,,1,,,,2,,1
"""Granny Flat",10/04/2017,17/00441/FUL,Two storey side extension and rear dormer window to existing granny flat to create separate dwelling,,,,,,,,,FUL,,,,,,
,,3 Myrtle Grove,,,,,,,,,,,,,,,,
,,Scammonden Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0EG,,,,,,,,,,,,,,,,
417100,,"""",404872,INV,,27/06/2017,,,,,,,,,,12,,
"""1 Villa Terrace",10/04/2017,17/00470/HSE,Porch to front,Q21,,,,,,,,HSE,,,,,,
,,Scammonden Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0AU,,,,,,,,,,,,,,,,
418754,05/06/2017,"""",405652,1,DEL,18/05/2017,27/04/2017,05/06/2017,05/06/2017,,,1,,,,12,,1
"""13 Prospect Court",10/04/2017,17/00471/HSE,Two storey extension to front and side,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX2 0NR,,,,,,,,,,,,,,,,
425530,30/06/2017,"""",405854,11,DEL,24/07/2017,22/05/2017,19/07/2017,19/07/2017,,,11,,,,17,,11
"""86 Parkinson Lane",10/04/2017,17/00472/FUL,Replacement shop front,Q18,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3QH,,,,,,,,,,,,,,,,
424607,05/06/2017,"""",407804,1,DEL,25/05/2017,27/04/2017,05/06/2017,05/06/2017,,,1,,,,10,,1
"""19 Heath Avenue",10/04/2017,17/22021/TCA,Fell one tree and prune one tree (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 0EA,,,,,,,,,,,,,,,,
423767,22/05/2017,"""",408940,40,DEL,19/05/2017,,15/05/2017,15/05/2017,,,40,,,,13,,40
"""1 Lily Hall",10/04/2017,17/00473/HSE,Proposed first floor extension to existing ground floor,Q21,,,,,,,,HSE,,,,,,
,,Heptonstall Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 7LL,,,,,,,,,,,,,,,,
427884,28/06/2017,"""",398874,1,DEL,16/06/2017,,28/06/2017,28/06/2017,,,1,,,,2,,1
"""1 Lily Hall",10/04/2017,17/00474/LBC,Proposed first floor extension to existing ground floor (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Heptonstall Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 7LL,,,,,,,,,,,,,,,,
427884,28/06/2017,"""",398874,3,DEL,16/06/2017,,28/06/2017,28/06/2017,,,3,,,,2,,3
3,18/04/2017,16/01109/DISC1,"""Discharge of condition 2",DISC,"""22 Bethel Street",,,,,,,DISC1,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
422782,13/06/2017,"""",414567,PCO,,30/05/2017,,,,,,,,,,1,,
"""Thorpe Cottage",19/04/2017,17/00514/HSE,Two storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Rochdale Road,,,,,,,,,,,,,,,,
,,Triangle,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,HX6 3DJ,,,,,,,,,,,,,,,,
421796,06/07/2017,"""",404420,1,DEL,22/06/2017,,04/07/2017,04/07/2017,,,1,,,,12,,1
"""9 Keats Avenue",18/11/2016,16/01486/191,Driveway and dropped kerb (Lawful Development Certificate),Q26,,,,,,,,191,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,OL14 8AJ,,,,,,,,,,,,,,,,
424666,31/01/2017,"""",394675,16,DEL,06/01/2017,15/12/2016,14/03/2017,14/03/2017,,,16,,,,2,,16
"""Old Rishworthians RUFC",04/05/2017,17/00577/TNO,Installation of a 17.5m monopole column  supporting 2 antennas and 2 300m transmission dishes and the insallation of 2 equipment cabinets and 1 slim line electrical meter cabinet,TNO,,,,,,,,TNO,,,,,,
,,Copley Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0UG,,,,,,,,,,,,,,,,
422462,26/06/2017,"""",408518,18,,20/06/2017,09/05/2017,22/06/2017,22/06/2017,,,18,,,,13,,18
"""Unit 28",09/05/2017,17/00599/COU,Change of use from Industrial to Play Gym,Q20,,,,,,,,COU,,,,,,
,,Asquith Bottom Mills,,,,,,,,,,,,,,,,
,,Asquith Bottom,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 3BT,,,,,,,,,,,,,,,,
423182,04/07/2017,"""",405820,1,DEL,15/06/2017,,11/07/2017,11/07/2017,,,1,,,,14,,1
"""6 Mount Pleasant",16/05/2017,17/00630/LBC,Works to listed building (4 Mount Pleasant) to facilitate the attachment of 2 storey extension at 6 Mount Pleasant (Listed Building Consent),Q21,,,,,,,,LBC,,,,,,
,,Thorney Lane,,,,,,,,,,,,,,,,
,,Midgley,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
